,clid,hhid,n01,n02,n_ta,n03_en,n03_co,n05,n06_1,n06_2,n06_3,n06_4,n06_5,n06_6,n06_7,n06_8,n06_9,n06_10,n06_11,n06_12,n07_mo,n07_ks
466,214.0,7.0,Yes,2,2,HOTEL KIOSK,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5000.0
467,214.0,8.0,Yes,1,1,POSHO MILL,Tharaka-Nithi  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0
468,216.0,2.0,Yes,1,1,JOSHUA,Machakos  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
469,216.0,3.0,Yes,1,1,PAPRO SUPERMARKET,Machakos  ,Yes,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3600000.0
470,216.0,4.0,Yes,1,1,SUPER BEANS,Machakos  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54000.0
471,216.0,6.0,Yes,1,1,MWANGAZA,Machakos  ,Yes,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,300000.0
472,216.0,7.0,Yes,1,1,SYOMBUA,Machakos  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24000.0
473,217.0,3.0,Yes,1,1,RESALE OF 2ND HAND CLOTHES,Kirinyaga  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,3000.0
474,217.0,10.0,Yes,1,1,KAGUYU BAR,Kirinyaga  ,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,120000.0
475,218.0,2.0,Yes,1,1,NO NAME,Busia  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
476,218.0,5.0,Yes,1,1,SELLING CEREALS,Busia  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,60000.0
477,218.0,7.0,Yes,1,1,SELLING VEGES,Busia  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,36000.0
478,219.0,5.0,Yes,1,1,TRANSPORT,Kericho  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,57600.0
479,220.0,1.0,Yes,1,1,ELECTRONIC REPAIR SHOP,West Pokot  ,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
480,222.0,6.0,Yes,1,1,LIVESTOCK,West Pokot  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
481,223.0,5.0,Yes,1,1,PETER,Machakos  ,Yes,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
482,224.0,3.0,Yes,1,1,BODA BODA,Nyandarua  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15000.0
483,224.0,4.0,Yes,1,1,MBURU AGROVET,Nyandarua  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
484,225.0,1.0,Yes,1,1,DAVID'S BODA,Nyeri  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
485,225.0,3.0,Yes,1,1,NGUGI'S BODA BODA,Nyeri  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60000.0
486,225.0,9.0,Yes,1,1,VERONICAH'S ENTERPRISE,Nyeri  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48000.0
487,227.0,1.0,Yes,1,1,SALON IGUNGA,Vihiga  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9000.0
488,227.0,3.0,Yes,1,1,CHAMGARA CATTLE,Vihiga  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3200.0
489,227.0,4.0,Yes,1,1,JOSINA JUA KALI,Vihiga  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
490,227.0,9.0,Yes,1,1,LUYAYI JUA KALI,Vihiga  ,No,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18000.0
491,228.0,1.0,Yes,1,1,POSHO MILL,Bungoma  ,No,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
492,228.0,6.0,Yes,1,1,CHIPS VENDOR,Bungoma  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24000.0
493,229.0,4.0,Yes,1,1,MINING,Kilifi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60000.0
494,229.0,5.0,Yes,1,1,COCONUT VENDOR,Kilifi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120000.0
495,229.0,7.0,Yes,1,1,MAMA ELIJA TAILORING,Kilifi  ,No,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,18000.0
496,229.0,8.0,Yes,1,1,BUILDING BLOCK MINING,Kilifi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54000.0
497,229.0,10.0,Yes,1,1,MAMA KUNI,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500.0
498,230.0,2.0,Yes,1,1,KWA PETER,Makueni  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
499,230.0,6.0,Yes,1,1,MUTUMBA SELLING,Makueni  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
500,230.0,7.0,Yes,1,1,MUSAU ENTERPRISE,Makueni  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66000.0
501,231.0,2.0,Yes,1,1,BODABODA-OWN BICYCLE,Kakamega  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000.0
502,231.0,4.0,Yes,1,1,SHOE MAKER,Kakamega  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50000.0
503,231.0,9.0,Yes,1,1,MILK ENTERPRISE,Kakamega  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18000.0
504,232.0,2.0,Yes,1,1,MAMA MBOGA,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9000.0
505,232.0,5.0,Yes,1,1,EVALYNE JUA KALI,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
506,232.0,9.0,Yes,1,1,JACKTON JUA KALI,Kakamega  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50000.0
507,233.0,6.0,Yes,1,1,BARBER SHOP,Garissa  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36000.0
508,234.0,4.0,Yes,1,1,SALE OF ONIONS,Trans Nzoia  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15000.0
509,234.0,7.0,Yes,1,1,TRANSPORT,Trans Nzoia  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8000.0
510,235.0,2.0,Yes,1,1,NO NAME,Embu  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
511,235.0,3.0,Yes,1,1,ROADSIDE CAFE,Embu  ,No,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40000.0
512,235.0,4.0,Yes,1,1,NO NAME,Embu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
513,235.0,10.0,Yes,1,1,NO NAME,Embu  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
514,236.0,3.0,Yes,1,1,FRANCIS TAILORING,Kericho  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2000.0
515,237.0,3.0,Yes,1,1,MAT WEAVING,Turkana  ,No,,,,1.0,,,,,,,,,1.0,100.0
516,237.0,4.0,Yes,1,1,CHARCOAL SELLER,Turkana  ,No,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20000.0
517,238.0,1.0,Yes,1,1,VIDEO SHOW,Lamu  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,60000.0
518,238.0,2.0,Yes,1,1,GENERAL RETAIL,Lamu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
519,238.0,3.0,Yes,1,1,SELLING SNACKS,Lamu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
520,238.0,4.0,Yes,1,1,SELLING OF RETAIL SWEETS,Lamu  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30000.0
521,238.0,6.0,Yes,1,1,SELL OF FRIED POTATOES,Lamu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27000.0
522,238.0,7.0,Yes,1,1,SELLING SNACKS,Lamu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0
523,239.0,4.0,Yes,1,1,MAMA MBOGA SHOP,Samburu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6500.0
524,240.0,9.0,Yes,1,1,GROCERY,Mombasa  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
525,240.0,10.0,Yes,1,1,WAYANI SHOP,Mombasa  ,Yes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
526,242.0,1.0,Yes,1,1,SHOE SELLING,Kiambu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,150000.0
527,242.0,10.0,Yes,1,1,DRESSMAKING,Kiambu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
528,243.0,7.0,Yes,1,1,MUMIN SHOP,Wajir  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0
529,243.0,8.0,Yes,1,1,MARIYAN KIOSK,Wajir  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20000.0
530,244.0,5.0,Yes,1,1,TIMBER SELLER,Nyamira  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,200.0
531,244.0,9.0,Yes,1,1,PHONE CHARGING,Nyamira  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4000.0
532,244.0,10.0,Yes,1,2,CHANG'AA RETAILER,Nyamira  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10000.0
533,244.0,10.0,Yes,2,2,FOODSTUFF RETAIL,Nyamira  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2000.0
534,245.0,6.0,Yes,1,1,SALIM JILO,Tana River  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1000.0
535,246.0,7.0,Yes,1,1,GUDA KIOSK,Wajir  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,120000.0
536,247.0,3.0,Yes,1,1,ESTHER'S SHOP,Nyeri  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,12000.0
537,247.0,6.0,Yes,1,1,JOYCE SCRAP DEALER,Nyeri  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,18000.0
538,247.0,9.0,Yes,1,1,MAMA AMO SALON,Nyeri  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,54000.0
539,247.0,10.0,Yes,1,1,JANE HARDWARE,Nyeri  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,60000.0
540,248.0,6.0,Yes,1,1,MAMA JB,Busia  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
541,250.0,1.0,Yes,1,1,MAMA STACY KIOSK,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
542,250.0,2.0,Yes,1,1,MAMA JUNIOR,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10800.0
543,250.0,6.0,Yes,1,1,MAMA SHYLINE KIOSK,Kakamega  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
544,250.0,9.0,Yes,1,1,MAMA NDISI,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
545,251.0,1.0,Yes,1,1,KIMARUS SHOP,Kericho  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
546,251.0,2.0,Yes,1,1,KIPLYAA SHOP,Kericho  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
547,252.0,9.0,Yes,1,1,SALE OF CLOTHES,Embu  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30000.0
548,253.0,5.0,Yes,1,1,VEG HAWKER,Homa Bay  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8000.0
549,253.0,6.0,Yes,1,1,CLOTHES & WEAR,Homa Bay  ,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
550,253.0,7.0,Yes,1,1,MARA TRANSPORT,Narok  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,70000.0
551,254.0,2.0,Yes,1,3,GENERAL RETAIL SHOP,Kilifi  ,No,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,270000.0
552,254.0,2.0,Yes,2,3,FOOD VENDOR,Kilifi  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16800.0
553,254.0,2.0,Yes,3,3,CLOTHES VENDOR,Kilifi  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36000.0
554,254.0,8.0,Yes,1,1,SELLING MNAZI,Kilifi  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
555,254.0,10.0,Yes,1,1,TAILORING AND DRESS MAKING,Kilifi  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
556,255.0,1.0,Yes,1,1,SELL OF FISH,Lamu  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21000.0
557,255.0,2.0,Yes,1,1,SELL OF FISH,Tana River  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
558,255.0,3.0,Yes,1,1,RETAIL GENERAL KIOSK,Lamu  ,No,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24000.0
559,255.0,5.0,Yes,1,2,SELL OF FISH,Lamu  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20000.0
560,255.0,5.0,Yes,2,2,WATER VENDING,Lamu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15000.0
561,255.0,6.0,Yes,1,1,RETAIL OF FISH,Lamu  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
562,255.0,7.0,Yes,1,2,SELLING LABANIA,Lamu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
563,255.0,7.0,Yes,2,2,SELLING OF MATS AND BASKETS,Lamu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10000.0
564,255.0,9.0,Yes,1,1,SELL OF FISH,Lamu  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
565,255.0,10.0,Yes,1,1,FISH SELLING,Lamu  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24000.0
566,256.0,8.0,Yes,1,1,H.GEN.SHOP,Isiolo  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80000.0
567,256.0,9.0,Yes,1,1,CLOTH TAILORING,Isiolo  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40000.0
568,257.0,1.0,Yes,1,1,MARY BLESSED STITCHES,Nairobi City  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20000.0
569,258.0,1.0,Yes,1,1,MARA STAGE,Narok  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1500.0
570,258.0,2.0,Yes,1,1,NAROK SHOPKEEPING,Narok  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
571,258.0,4.0,Yes,1,1,TAXI,Narok  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,258.0,5.0,Yes,1,1,KAMITI BATA,Narok  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50000.0
573,258.0,7.0,Yes,1,1,GROCERY,Narok  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
574,259.0,1.0,Yes,1,1,TOMATO ENTERPRISE,Taita/Taveta  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5000.0
575,259.0,2.0,Yes,1,1,KAUAI ENTERPRISE,Taita/Taveta  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,800.0
576,259.0,5.0,Yes,1,1,KUKU ENTERPRISE,Taita/Taveta  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10000.0
577,259.0,10.0,Yes,1,1,TOMATO ENTERPRISE,Taita/Taveta  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5000.0
578,260.0,1.0,Yes,1,1,SALE OF VEGETABLE,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4000.0
579,260.0,2.0,Yes,1,1,SALE OF SECON CLOTHES,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0
580,260.0,4.0,Yes,1,1,SALE OF VEGETABLE,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6000.0
581,260.0,6.0,Yes,1,3,VEGETABLE VENDOR,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7000.0
582,260.0,6.0,Yes,2,3,MEAT SALE IN BUTCHER,Nandi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20000.0
583,260.0,6.0,Yes,3,3,SALE OF MEAT,Nandi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15000.0
584,260.0,8.0,Yes,1,1,MILK SELL,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9000.0
585,260.0,10.0,Yes,1,1,SELL OF VEGETABLE,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1000.0
586,261.0,2.0,Yes,1,2,KAPKUBUPU POSHO,Kericho  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15000.0
587,261.0,2.0,Yes,2,2,JONAH MPESA,Kericho  ,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20000.0
588,262.0,1.0,Yes,1,1,MJENI,Kwale  ,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,8000.0
589,262.0,2.0,Yes,1,1,MWAKUPHA,Kwale  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
590,262.0,3.0,Yes,1,1,MREMA,Kwale  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20000.0
591,262.0,7.0,Yes,1,1,KWEKWE,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,10000.0
592,262.0,10.0,Yes,1,1,CHINDORO,Kwale  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
593,263.0,5.0,Yes,1,1,KINYOZI BUSINESS,Elgeyo/Marakwet  ,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,18000.0
594,264.0,3.0,Yes,1,1,MANGO KIOSK,Kisumu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3600.0
595,264.0,6.0,Yes,1,1,TAILORING SHOP,Kisumu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
596,265.0,5.0,Yes,1,1,NGOSUANI FASHION & DESIGN,Narok  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
597,265.0,6.0,Yes,1,1,DAUDI JUA KALI,Narok  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
598,265.0,7.0,Yes,1,1,WATER VENDOR ENT,Narok  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,61800.0
599,265.0,8.0,Yes,1,1,AL-MUBARAK SHOP,Narok  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32000.0
600,265.0,10.0,Yes,1,1,KOSEN SHEEP ENT,Narok  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,120000.0
601,266.0,6.0,Yes,1,1,FRED MULTISUPPLY,Nairobi City  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,900000.0
602,266.0,7.0,Yes,1,1,CHUKS ENTERPRISES,Nairobi City  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
603,267.0,3.0,Yes,1,1,KIOSK,Meru  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
604,267.0,7.0,Yes,1,1,MIRAA BUSINESS,Meru  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
605,267.0,10.0,Yes,1,1,BODABODA,Meru  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
606,268.0,4.0,Yes,1,1,CHICKEN BUSINESS,West Pokot  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5000.0
607,268.0,6.0,Yes,1,1,SHOP,West Pokot  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
608,268.0,8.0,Yes,1,1,SHOP,West Pokot  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20000.0
609,269.0,3.0,Yes,1,1,JANE KIOSK,Machakos  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
610,269.0,8.0,Yes,1,1,VIC SHOP,Machakos  ,Yes,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
611,270.0,6.0,Yes,1,1,MIRAA DEN,Wajir  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
