,clid,hhid,n01,n02,n_ta,n03_en,n03_co,n05,n06_1,n06_2,n06_3,n06_4,n06_5,n06_6,n06_7,n06_8,n06_9,n06_10,n06_11,n06_12,n07_mo,n07_ks
2494,1158.0,4.0,Yes,2,2,GROCERY,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20000.0
2495,1158.0,9.0,Yes,1,1,BODABODA,Nandi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40000.0
2496,1159.0,3.0,Yes,1,1,IRISH VENDOR,Nakuru  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
2497,1159.0,5.0,Yes,1,1,PAUL'S SHOP,Nakuru  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,180000.0
2498,1159.0,9.0,Yes,1,2,MM WISE SHOP,Nakuru  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
2499,1159.0,9.0,Yes,2,2,MAINA BODABODA,Nakuru  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80000.0
2500,1160.0,1.0,Yes,1,1,MILK ENTERPRISE,Kakamega  ,No,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3480.0
2501,1160.0,2.0,Yes,1,1,MILK ENTERPRISE,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8400.0
2502,1160.0,3.0,Yes,1,1,SHOP,Kakamega  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6000.0
2503,1160.0,8.0,Yes,1,1,MILK ENTERPRICE,Kakamega  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18000.0
2504,1160.0,9.0,Yes,1,1,SHOP-SMALL SCALE,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000.0
2505,1161.0,1.0,Yes,1,1,MWANASHA,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500.0
2506,1161.0,2.0,Yes,1,1,MOHAMED,Kwale  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12000.0
2507,1161.0,4.0,Yes,1,1,OMAR,Kwale  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10000.0
2508,1161.0,6.0,Yes,1,1,SHUKRANI,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,20000.0
2509,1161.0,7.0,Yes,1,1,MWANASHA,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,4200.0
2510,1161.0,10.0,Yes,1,1,MWANABAYA,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,18000.0
2511,1163.0,9.0,Yes,1,1,GODFREY AGENCIES,Mombasa  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,180000.0
2512,1164.0,4.0,Yes,1,1,G SHOP,Kiambu  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
2513,1164.0,9.0,Yes,1,1,NEW BEGINING,Kiambu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90000.0
2514,1164.0,10.0,Yes,1,1,WAIRIMU STORES,Kiambu  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10000.0
2515,1165.0,1.0,Yes,1,1,LUCY,Laikipia  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65000.0
2516,1165.0,3.0,Yes,1,1,ALEX,Laikipia  ,Yes,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,300000.0
2517,1165.0,5.0,Yes,1,1,NJERI,Laikipia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
2518,1165.0,7.0,Yes,1,1,ABDI-DOSSY,Laikipia  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,30000.0
2519,1165.0,9.0,Yes,1,1,MAMA CHANTY,Laikipia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
2520,1166.0,2.0,Yes,1,1,MUTUKU KIOSK,Taita/Taveta  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7500.0
2521,1166.0,3.0,Yes,1,1,MWIKALI HOTEL,Taita/Taveta  ,No,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,36000.0
2522,1171.0,1.0,Yes,1,1,NAFTALY ENTERPRISE,Nyeri  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36000.0
2523,1171.0,2.0,Yes,1,1,MICHAEL MAINA BODA BODA,Nyeri  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18000.0
2524,1172.0,3.0,Yes,1,1,BOUTIQUE,Kiambu  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60000.0
2525,1172.0,5.0,Yes,1,1,WATER DISTRIBUTOR,Kiambu  ,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,180000.0
2526,1172.0,7.0,Yes,1,1,CHEMIST,Kiambu  ,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120000.0
2527,1173.0,4.0,Yes,1,2,KIOSK,Nyamira  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
2528,1173.0,4.0,Yes,2,2,PLUMBING COMPANY,Nyamira  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,300000.0
2529,1173.0,5.0,Yes,1,2,CAR WASH,Nyamira  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6000.0
2530,1173.0,5.0,Yes,2,2,ROADS CONTRACTOR,Nyamira  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,6.0,320000.0
2531,1173.0,10.0,Yes,1,1,VIDEO SHOW,Nyamira  ,No,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
2532,1174.0,1.0,Yes,1,1,SELLING CLOTHES,Tana River  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24000.0
2533,1174.0,9.0,Yes,1,2,VENDOR,Tana River  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
2534,1174.0,9.0,Yes,2,2,VENDOR,Tana River  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4500.0
2535,1175.0,2.0,Yes,1,1,DIGITAL BAR,Embu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,30000.0
2536,1175.0,6.0,Yes,1,1,BODA BODA BUSINESS,Embu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
2537,1175.0,8.0,Yes,1,2,HOTEL,Embu  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
2538,1175.0,8.0,Yes,2,2,AGAPIO QUARRY,Embu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,60000.0
2539,1177.0,2.0,Yes,1,2,PRINTING SHOP,Uasin Gishu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,180000.0
2540,1177.0,2.0,Yes,2,2,TAILORING SHOP,Uasin Gishu  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,360000.0
2541,1177.0,4.0,Yes,1,1,CARPENTRY SHOP,Uasin Gishu  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,120000.0
2542,1177.0,7.0,Yes,1,2,TRANSPORT BUSINESS,Uasin Gishu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,360000.0
2543,1177.0,7.0,Yes,2,2,GROCERY SALES,Uasin Gishu  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54000.0
2544,1177.0,10.0,Yes,1,1,CLOTHES SELLING,Uasin Gishu  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
2545,1178.0,4.0,Yes,1,1,ABDILLE SHOP,Mandera  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0
2546,1179.0,1.0,Yes,1,1,EDWIN BODABODA,Trans Nzoia  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,70000.0
2547,1179.0,5.0,Yes,1,1,BRIDGIT KIBANDA,Trans Nzoia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
2548,1179.0,7.0,Yes,1,1,STEPHEN JUMA'S MTUMBA,Trans Nzoia  ,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17000.0
2549,1179.0,8.0,Yes,1,1,KIBANDA,Trans Nzoia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7000.0
2550,1181.0,1.0,Yes,1,1,BODA BODA,Meru  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,19600.0
2551,1181.0,7.0,Yes,1,1,MIRAA BUSINESS,Meru  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
2552,1181.0,8.0,Yes,1,1,SELLING GREEN BANANAS,Meru  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14400.0
2553,1182.0,2.0,Yes,1,1,ONYANGO BLACKSMITH,Trans Nzoia  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,112000.0
2554,1182.0,8.0,Yes,1,1,CAMERA MITUMBA,Trans Nzoia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,69000.0
2555,1183.0,1.0,Yes,1,1,SALMA,Tana River  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10000.0
2556,1185.0,3.0,Yes,1,1,KANGUMU INDUSTRY,Kericho  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27000.0
2557,1185.0,6.0,Yes,1,1,BANANA HAWKING,Kericho  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17600.0
2558,1185.0,7.0,Yes,1,1,SELLING TOMATOES,Kericho  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0
2559,1185.0,8.0,Yes,1,1,HAWKING(BANANAS),Kericho  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500.0
2560,1185.0,9.0,Yes,1,1,BREWING,Kericho  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20000.0
2561,1186.0,5.0,Yes,1,1,BODA BODA OPERATOR,Kisii  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42000.0
2562,1186.0,8.0,Yes,1,1,EMBROIDERY AND TAILORING,Kisii  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12000.0
2563,1187.0,3.0,Yes,1,1,MWAHANGELI SHOP,Uasin Gishu  ,Yes,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
2564,1187.0,8.0,Yes,1,1,JOYLENE STUDIO,Uasin Gishu  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,10000.0
2565,1188.0,4.0,Yes,1,1,MAMA FURAHA PUB,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,60000.0
2566,1188.0,8.0,Yes,1,1,CHRISTINE CAFE,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18000.0
2567,1189.0,1.0,Yes,1,1,BODABODA,Tana River  ,No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4000.0
2568,1189.0,3.0,Yes,1,1,GROCERY,911,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0
2569,1189.0,5.0,Yes,1,1,GROCERY,Tana River  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0
2570,1189.0,6.0,Yes,1,1,GROCERY,Tana River  ,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
2571,1189.0,9.0,Yes,1,1,MILK SELLING,911,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21600.0
2572,1189.0,10.0,Yes,1,1,MILK SELLING,Tana River  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
2573,1190.0,3.0,Yes,1,1,BODABODA,Kirinyaga  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48000.0
2574,1192.0,2.0,Yes,1,2,MWAMBWANA,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3000.0
2575,1192.0,2.0,Yes,2,2,ADAM,Kwale  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60000.0
2576,1192.0,4.0,Yes,1,1,DASI'S,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11000.0
2577,1192.0,9.0,Yes,1,1,TIMA,Kwale  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8000.0
2578,1193.0,8.0,Yes,1,1,SOAP BUSSINESS,Vihiga  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24000.0
2579,1194.0,4.0,Yes,1,1,SHOP-KEEPER,Nyandarua  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,35000.0
2580,1194.0,7.0,Yes,1,1,POOL,Nyandarua  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7500.0
2581,1195.0,3.0,Yes,1,1,MABBY BABY SHOP,Embu  ,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,120000.0
2582,1196.0,1.0,Yes,1,1,WELDING,Homa Bay  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8000.0
2583,1196.0,6.0,Yes,1,1,SHOP,Homa Bay  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0
2584,1197.0,2.0,Yes,1,1,MM EMANUEL GROCERY,Nakuru  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28800.0
2585,1197.0,5.0,Yes,1,1,MM JUNIOR KIOSK,Nakuru  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43200.0
2586,1197.0,6.0,Yes,1,1,MM ALFA KINYOZI,Nakuru  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,43200.0
2587,1198.0,1.0,Yes,1,1,ZAINABU BAKERS,Kajiado  ,No,,,1.0,1.0,,,,,,,,,,
2588,1198.0,2.0,Yes,1,2,NJERU CONSTRUCTION,Nairobi City  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,100000.0
2589,1198.0,2.0,Yes,2,2,CHIRU CLOTHING,Kajiado  ,No,,,,,,,,,,,,,6.0,
2590,1198.0,4.0,Yes,1,1,FIGEANS AGENCY,Nairobi City  ,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,200000.0
2591,1198.0,6.0,Yes,1,1,FAIR PRICE,Kajiado  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7000.0
2592,1199.0,2.0,Yes,1,1,MUREFU,Tana River  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48000.0
2593,1199.0,4.0,Yes,1,1,LEONARD,Tana River  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
2594,1199.0,10.0,Yes,1,1,ALI,Tana River  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8000.0
2595,1200.0,2.0,Yes,1,1,VEGETABLE BUSINESS,911,No,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54000.0
2596,1200.0,3.0,Yes,1,1,HANAN SHOP,Wajir  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
2597,1200.0,6.0,Yes,1,1,MOHAMED SHOP,Wajir  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,120000.0
2598,1201.0,3.0,Yes,1,1,MAMA ROBINSON,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9000.0
2599,1201.0,6.0,Yes,1,1,SELLING BRICKS,Kakamega  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9000.0
2600,1201.0,8.0,Yes,1,1,BARIKIWA POSHO MILL,Kakamega  ,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45000.0
2601,1202.0,9.0,Yes,1,1,MECHANICS,Nandi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
2602,1203.0,1.0,Yes,1,1,ESHA,Tana River  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
2603,1203.0,2.0,Yes,1,1,TUMAINI SHOP,Tana River  ,Yes,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40000.0
2604,1203.0,4.0,Yes,1,1,MUKITI,Tana River  ,Yes,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
2605,1203.0,5.0,Yes,1,1,MARIAM,Kitui  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5000.0
2606,1203.0,7.0,Yes,1,1,MAMA MAYAI,Tana River  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
2607,1204.0,4.0,Yes,1,1,HAWKING,Vihiga  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
2608,1204.0,9.0,Yes,1,1,KIOSK,Vihiga  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
2609,1205.0,3.0,Yes,1,1,CEREAL MI,Homa Bay  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,10000.0
2610,1205.0,5.0,Yes,1,1,WATER VENDOR,Homa Bay  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3500.0
2611,1205.0,9.0,Yes,1,1,TWINING ROPES,Homa Bay  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2500.0
2612,1206.0,6.0,Yes,1,1,MWITI TIMBERS,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50000.0
2613,1209.0,6.0,Yes,1,1,SAGANA CLOTHING,Kirinyaga  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2614,1209.0,7.0,Yes,1,2,CURTAINS SHOP,Kirinyaga  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2615,1209.0,7.0,Yes,2,2,RICE SHOP,Kirinyaga  ,No,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48000.0
2616,1209.0,9.0,Yes,1,1,GENERAL SHOP,Kirinyaga  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,180000.0
2617,1210.0,1.0,Yes,1,1,SMALL SCALE RETAILER,Kakamega  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1800.0
2618,1210.0,2.0,Yes,1,1,SMALL SCALE RETAILER,Kakamega  ,No,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3500.0
2619,1210.0,3.0,Yes,1,1,SELLS MILK TO A TRADER,Kakamega  ,No,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36000.0
2620,1210.0,6.0,Yes,1,1,SALON AND KINYOZI,Kakamega  ,No,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6000.0
2621,1210.0,9.0,Yes,1,1,POWER SAW,Kakamega  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6000.0
2622,1211.0,2.0,Yes,1,1,MAYAI BOILO,Kirinyaga  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54000.0
2623,1211.0,4.0,Yes,1,1,GRASS ENTEPRISE,Kirinyaga  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10000.0
2624,1211.0,7.0,Yes,1,1,RICE TRADE,Kirinyaga  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
2625,1211.0,8.0,Yes,1,1,BODA BODA,Kirinyaga  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50000.0
2626,1211.0,9.0,Yes,1,1,BANCY ENTERPRISE,Kirinyaga  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6000.0
2627,1212.0,8.0,Yes,1,1,MBETTY KARANGA,Machakos  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72000.0
2628,1213.0,1.0,Yes,1,1,MAMA SOKORO BIZ,Homa Bay  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,108000.0
2629,1213.0,2.0,Yes,1,1,BABA JAPIKO,Homa Bay  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,70000.0
2630,1213.0,5.0,Yes,1,2,MIN NAG GROC.,Homa Bay  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45000.0
2631,1213.0,5.0,Yes,2,2,BABA NAG.WATER,Homa Bay  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54000.0
2632,1213.0,8.0,Yes,1,1,BRIGITA  CEREALS,Homa Bay  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9000.0
2633,1213.0,9.0,Yes,1,1,JAOTI OMENA,Homa Bay  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4500.0
2634,1216.0,1.0,Yes,1,1,BODA BODA,Bungoma  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50000.0
2635,1216.0,2.0,Yes,1,1,GENERAL SHOP,Bungoma  ,Yes,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50000.0
2636,1216.0,3.0,Yes,1,1,LOCAL BREW SELLER,Bungoma  ,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,16000.0
2637,1216.0,5.0,Yes,1,1,PRIMARY SCHOOL OWNERS,Bungoma  ,Yes,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,,-60000.0
