,county,clid,hhid,resid,eatype,strat,hhsize,ctry_adq,padqnfitems,padqeduc,padqrent,padqegy,padqexp,padqfdcons,pl_abs,pl_food,pdeflator,weight,weight_pop,weight_adq
6221,Kitui,500.0,7.0,Rural,Rural,33,6,4.949999928474426,291.2658,525.30396,0.0,49.528522,2510.5894,1644.4911,3252.7349,1953.2963,1.0605052,502.03466844310606,3012.208,2485.0715
6222,Kitui,500.0,8.0,Rural,Rural,33,2,2.0,0.0,725.54535,0.0,0.0,3169.269,2443.7239,3252.7349,1953.2963,1.1129559,502.03466844310606,1004.06934,1004.06934
6223,Kitui,500.0,9.0,Rural,Rural,33,6,4.599999904632568,551.38367,187.64775,0.0,72.56468,2373.37,1561.7739,3252.7349,1953.2963,0.9586649,502.03466844310606,3012.208,2309.3594
6224,Kitui,500.0,10.0,Rural,Rural,33,4,2.889999970793724,571.8512,96.23665,0.0,59.630276,4553.756,3826.0378,3252.7349,1953.2963,1.0444986,502.03466844310606,2008.1387,1450.8801
6225,Kitui,530.0,1.0,Rural,Rural,33,8,7.299999952316284,404.87244,2604.0713,0.0,42.10112,5167.4277,2116.383,3252.7349,1953.2963,0.97612345,353.8474550474615,2830.7795,2583.0864
6226,Kitui,530.0,2.0,Rural,Rural,33,6,4.889999970793724,145.93497,25.09289,0.0,39.62035,1420.9232,1210.275,3252.7349,1953.2963,1.0322926,353.8474550474615,2123.0847,1730.3141
6227,Kitui,530.0,3.0,Rural,Rural,33,5,3.129999965429306,1811.0599,86.4057,0.0,73.68308,5141.642,3170.493,3252.7349,1953.2963,1.0839965,353.8474550474615,1769.2373,1107.5425
6228,Kitui,530.0,4.0,Rural,Rural,33,6,5.239999994635582,984.8442,0.0,0.0,250.31783,3653.2246,2418.0627,3252.7349,1953.2963,1.0165194,353.8474550474615,2123.0847,1854.1606
6229,Kitui,530.0,5.0,Rural,Rural,33,6,4.949999928474426,1248.0822,814.6215,0.0,198.57286,5399.108,3137.8313,3252.7349,1953.2963,1.0682286,353.8474550474615,2123.0847,1751.5449
6230,Kitui,530.0,6.0,Rural,Rural,33,7,6.239999994635582,260.78946,627.63153,0.0,82.105255,2548.3584,1577.832,3252.7349,1953.2963,1.0149573,353.8474550474615,2476.9321,2208.008
6231,Kitui,530.0,7.0,Rural,Rural,33,4,2.889999970793724,1225.4546,87.924995,0.0,134.88493,2948.2183,1499.9537,3252.7349,1953.2963,1.1543865,353.8474550474615,1415.3898,1022.61914
6232,Kitui,530.0,8.0,Rural,Rural,33,3,2.239999994635582,118.39841,0.0,0.0,156.37524,3232.7783,2958.0046,3252.7349,1953.2963,0.99919903,353.8474550474615,1061.5424,792.6183
6233,Kitui,530.0,9.0,Rural,Rural,33,6,4.889999970793724,1910.81,1706.9069,0.0,86.85321,5887.5444,2182.974,3252.7349,1953.2963,0.98890495,353.8474550474615,2123.0847,1730.3141
6234,Kitui,541.0,1.0,Urban,Urban,34,1,1.0,2708.6367,0.0,820.799,451.43945,10482.769,6501.893,5995.902,2551.1006,0.97466004,257.0467290950997,257.04672,257.04672
6235,Kitui,541.0,2.0,Urban,Urban,34,1,1.0,2325.4553,0.0,1063.8982,81.83832,10018.679,6547.487,5995.902,2551.1006,1.2219214,257.0467290950997,257.04672,257.04672
6236,Kitui,541.0,3.0,Urban,Urban,34,1,1.0,9911.973,0.0,973.3411,837.07336,38480.71,26758.324,5995.902,2551.1006,1.027389,257.0467290950997,257.04672,257.04672
6237,Kitui,541.0,4.0,Urban,Urban,34,3,3.0,1692.4547,2038.4242,158.63223,180.84074,8264.163,4193.8105,5995.902,2551.1006,1.0506482,257.0467290950997,771.1402,771.1402
6238,Kitui,541.0,5.0,Urban,Urban,34,3,2.239999994635582,3418.9,126.84505,341.57434,136.62973,11217.125,7193.175,5995.902,2551.1006,1.0455787,257.0467290950997,771.1402,575.78467
6239,Kitui,541.0,6.0,Urban,Urban,34,1,1.0,772.9166,0.0,1326.8281,50.0,5191.411,3041.6665,5995.902,2551.1006,0.8,257.0467290950997,257.04672,257.04672
6240,Kitui,541.0,7.0,Urban,Urban,34,2,2.0,976.58795,0.0,575.3313,168.17375,3951.422,2231.3289,5995.902,2551.1006,1.1297839,257.0467290950997,514.09344,514.09344
6241,Kitui,541.0,8.0,Urban,Urban,34,1,1.0,3314.3977,0.0,1197.4202,184.21849,10791.64,6095.6035,5995.902,2551.1006,1.0856674,257.0467290950997,257.04672,257.04672
6242,Kitui,541.0,9.0,Urban,Urban,34,2,2.0,2653.5125,1291.425,726.072,335.80832,7794.155,2787.337,5995.902,2551.1006,1.101819,257.0467290950997,514.09344,514.09344
6243,Kitui,541.0,10.0,Urban,Urban,34,4,3.299999952316284,1583.2213,142.55196,256.4653,287.24112,5132.445,2862.9656,5995.902,2551.1006,1.1815646,257.0467290950997,1028.1869,848.2542
6244,Kitui,561.0,1.0,Rural,Rural,33,7,4.83999989926815,114.4087,154.33644,0.0,76.601944,1423.5176,1078.1703,3252.7349,1953.2963,0.8361353,581.380026024753,4069.6602,2813.8792
6245,Kitui,561.0,2.0,Rural,Rural,33,4,3.299999952316284,136.14023,195.42708,0.0,263.4972,1209.3215,614.257,3252.7349,1953.2963,0.80502266,581.380026024753,2325.52,1918.5541
6246,Kitui,561.0,3.0,Rural,Rural,33,9,7.599999904632568,152.66508,273.14014,0.0,55.4158,1327.8018,846.58075,3252.7349,1953.2963,0.807294,581.380026024753,5232.4204,4418.4883
6247,Kitui,561.0,4.0,Rural,Rural,33,1,1.0,617.38824,0.0,0.0,273.84155,2090.2659,1199.036,3252.7349,1953.2963,0.80338424,581.380026024753,581.38,581.38
6248,Kitui,561.0,5.0,Rural,Rural,33,1,1.0,200.60052,0.0,0.0,398.25104,2728.2886,2129.437,3252.7349,1953.2963,0.7532937,581.380026024753,581.38,581.38
6249,Kitui,561.0,6.0,Rural,Rural,33,4,2.9499999284744263,1753.8987,552.85974,0.0,169.11334,7291.891,4816.019,3252.7349,1953.2963,1.0022362,581.380026024753,2325.52,1715.071
6250,Kitui,561.0,7.0,Rural,Rural,33,8,6.599999904632568,97.7504,610.11786,0.0,71.74341,1705.5396,925.9278,3252.7349,1953.2963,0.84476143,581.380026024753,4651.04,3837.1082
6251,Kitui,561.0,8.0,Rural,Rural,33,7,4.42999991774559,132.70256,121.11585,0.0,81.9983,2477.4766,2141.66,3252.7349,1953.2963,0.9497527,581.380026024753,4069.6602,2575.5134
6252,Kitui,561.0,9.0,Rural,Rural,33,1,1.0,1372.0947,0.0,0.0,405.12857,4087.6646,2310.4412,3252.7349,1953.2963,0.9626574,581.380026024753,581.38,581.38
6253,Kitui,561.0,10.0,Rural,Rural,33,12,9.779999941587448,871.2058,526.67896,0.0,87.220856,2486.4368,1001.33124,3252.7349,1953.2963,0.82061386,581.380026024753,6976.5605,5685.8965
6254,Kitui,674.0,1.0,Rural,Rural,33,1,1.0,532.71985,0.0,0.0,410.27017,5375.6777,4432.688,3252.7349,1953.2963,0.9993415,408.15351784495215,408.1535,408.1535
6255,Kitui,674.0,2.0,Rural,Rural,33,9,7.599999904632568,3535.4185,1877.0573,0.0,739.1072,11314.594,5163.0117,3252.7349,1953.2963,1.0369909,408.15351784495215,3673.3816,3101.9668
6256,Kitui,674.0,3.0,Rural,Rural,33,5,4.649999976158142,957.1949,1419.5531,0.0,88.61085,4118.9272,1653.5685,3252.7349,1953.2963,1.0775641,408.15351784495215,2040.7676,1897.9138
6257,Kitui,674.0,4.0,Rural,Rural,33,6,5.299999952316284,841.1753,298.53806,0.0,134.92714,3958.8215,2684.1812,3252.7349,1953.2963,1.0683614,408.15351784495215,2448.9211,2163.2136
6258,Kitui,674.0,5.0,Rural,Rural,33,5,3.1899999231100082,1130.1095,486.7783,0.0,268.79727,7934.9014,6049.216,3252.7349,1953.2963,1.0029584,408.15351784495215,2040.7676,1302.0096
6259,Kitui,674.0,6.0,Rural,Rural,33,7,4.719999983906746,1248.7971,543.8533,0.0,170.56642,4186.2256,2223.009,3252.7349,1953.2963,1.0471094,408.15351784495215,2857.0747,1926.4846
6260,Kitui,674.0,7.0,Rural,Rural,33,4,2.889999970793724,2378.51,1378.5431,0.0,169.18083,6394.207,2467.973,3252.7349,1953.2963,0.9858209,408.15351784495215,1632.614,1179.5636
6261,Kitui,674.0,8.0,Rural,Rural,33,4,3.649999976158142,2670.1738,334.22607,0.0,119.905045,4788.4653,1664.1605,3252.7349,1953.2963,0.9870824,408.15351784495215,1632.614,1489.7604
6262,Kitui,674.0,9.0,Rural,Rural,33,7,5.949999928474426,1000.93207,914.39685,0.0,126.07559,4215.1147,2173.7102,3252.7349,1953.2963,0.9638075,408.15351784495215,2857.0747,2428.5134
6263,Kitui,674.0,10.0,Rural,Rural,33,1,1.0,5799.755,0.0,0.0,454.5898,14433.686,8179.3403,3252.7349,1953.2963,1.0009023,408.15351784495215,408.1535,408.1535
6264,Kitui,680.0,1.0,Urban,Peri-Urban,34,6,5.299999952316284,2636.048,176.09634,0.0,97.394066,5409.2515,2499.7131,3252.7349,1953.2963,1.2786026,315.2459885128581,1891.476,1670.8037
6265,Kitui,680.0,2.0,Urban,Peri-Urban,34,5,3.889999970793724,2578.7297,1493.047,0.0,232.25177,9353.111,5049.0825,3252.7349,1953.2963,1.0072396,315.2459885128581,1576.23,1226.3069
6266,Kitui,680.0,3.0,Urban,Peri-Urban,34,4,3.299999952316284,2295.3123,400.33752,0.0,386.75504,6919.579,3837.1746,3252.7349,1953.2963,1.096928,315.2459885128581,1260.984,1040.3118
6267,Kitui,680.0,4.0,Urban,Peri-Urban,34,3,1.889999970793724,3686.9915,444.0392,0.0,439.3562,7597.386,3026.9988,3252.7349,1953.2963,1.0356665,315.2459885128581,945.738,595.8149
6268,Kitui,680.0,5.0,Urban,Peri-Urban,34,3,2.299999952316284,1826.498,494.20056,0.0,206.68979,5164.791,2637.4023,3252.7349,1953.2963,1.0938468,315.2459885128581,945.738,725.06573
6269,Kitui,680.0,6.0,Urban,Peri-Urban,34,2,2.0,1348.3097,1096.717,0.0,131.1377,5147.668,2571.5032,3252.7349,1953.2963,1.0675801,315.2459885128581,630.492,630.492
6270,Kitui,680.0,7.0,Urban,Peri-Urban,34,4,4.0,980.9858,0.0,0.0,47.959557,3061.933,2032.9877,3252.7349,1953.2963,1.1467996,315.2459885128581,1260.984,1260.984
6271,Kitui,680.0,8.0,Urban,Peri-Urban,34,1,1.0,640.97046,0.0,0.0,283.4759,2435.0073,1510.5609,3252.7349,1953.2963,1.0582911,315.2459885128581,315.246,315.246
6272,Kitui,680.0,9.0,Urban,Peri-Urban,34,1,1.0,106.40967,0.0,0.0,298.49985,1139.2457,734.3362,3252.7349,1953.2963,1.2060307,315.2459885128581,315.246,315.246
6273,Kitui,680.0,10.0,Urban,Peri-Urban,34,5,4.299999952316284,1716.5438,833.1867,0.0,203.03639,6344.753,3591.9856,3252.7349,1953.2963,0.893413,315.2459885128581,1576.23,1355.5577
6274,Kitui,684.0,1.0,Rural,Rural,33,5,2.369999960064888,2669.5552,183.54428,0.0,657.98895,6930.8193,3419.7305,3252.7349,1953.2963,1.218391,645.697267760977,3228.4863,1530.3025
6275,Kitui,684.0,2.0,Rural,Rural,33,4,2.889999970793724,542.6843,39.82829,0.0,114.705475,1942.3146,1245.0966,3252.7349,1953.2963,0.90498066,645.697267760977,2582.789,1866.0651
6276,Kitui,684.0,3.0,Rural,Rural,33,6,5.299999952316284,1401.9259,637.59607,0.0,84.767105,3839.2976,1715.0085,3252.7349,1953.2963,1.0238931,645.697267760977,3874.1836,3422.1956
6277,Kitui,684.0,4.0,Rural,Rural,33,7,5.599999904632568,345.92517,1399.0006,0.0,74.61773,3178.5376,1358.9943,3252.7349,1953.2963,0.90939707,645.697267760977,4519.881,3615.9045
6278,Kitui,684.0,5.0,Rural,Rural,33,9,6.83999989926815,3125.4817,731.34735,0.0,55.70958,6412.934,2500.3958,3252.7349,1953.2963,0.91850615,645.697267760977,5811.2754,4416.5693
6279,Kitui,684.0,6.0,Rural,Rural,33,6,4.189999923110008,484.85837,177.16179,0.0,108.434784,2451.0405,1680.5854,3252.7349,1953.2963,0.7703453,645.697267760977,3874.1836,2705.4714
6280,Kitui,684.0,7.0,Rural,Rural,33,3,2.299999952316284,1829.0889,313.146,0.0,197.89214,6416.521,4076.394,3252.7349,1953.2963,0.9886809,645.697267760977,1937.0918,1485.1036
6281,Kitui,684.0,8.0,Rural,Rural,33,7,4.779999941587448,2256.292,168.38202,0.0,115.13944,4812.6323,2272.8186,3252.7349,1953.2963,0.92665523,645.697267760977,4519.881,3086.4329
6282,Kitui,702.0,1.0,Rural,Rural,33,6,5.649999976158142,153.20877,42.721672,0.0,64.472466,1876.9917,1616.5886,3252.7349,1953.2963,0.8510184,315.3405261158261,1892.0432,1781.674
6283,Kitui,702.0,2.0,Rural,Rural,33,7,4.83999989926815,197.58292,132.84622,0.0,49.61333,1911.5955,1531.553,3252.7349,1953.2963,0.79124296,315.3405261158261,2207.3838,1526.2482
6284,Kitui,702.0,3.0,Rural,Rural,33,4,2.9499999284744263,1108.9801,142.96428,0.0,133.64433,2836.9197,1451.3309,3252.7349,1953.2963,0.9638535,315.3405261158261,1261.362,930.2545
6285,Kitui,702.0,4.0,Rural,Rural,33,7,5.949999928474426,501.14282,321.05743,0.0,56.781254,2507.3337,1628.3523,3252.7349,1953.2963,1.0359675,315.3405261158261,2207.3838,1876.2761
6286,Kitui,702.0,5.0,Rural,Rural,33,5,3.539999946951866,683.76666,514.4026,0.0,115.09113,4227.6465,2914.3865,3252.7349,1953.2963,0.85905886,315.3405261158261,1576.7026,1116.3054
6287,Kitui,702.0,6.0,Rural,Rural,33,6,5.299999952316284,845.121,1463.4723,0.0,130.01862,4622.6333,2184.0217,3252.7349,1953.2963,1.0303315,315.3405261158261,1892.0432,1671.3048
6288,Kitui,702.0,7.0,Rural,Rural,33,2,1.649999976158142,2865.04,62.087246,0.0,296.7001,8455.247,5231.4194,3252.7349,1953.2963,0.9192018,315.3405261158261,630.681,520.3119
6289,Kitui,702.0,8.0,Rural,Rural,33,7,5.599999904632568,334.98843,87.31715,0.0,48.19549,2414.6096,1944.1084,3252.7349,1953.2963,1.0003899,315.3405261158261,2207.3838,1765.9069
6290,Kitui,702.0,9.0,Rural,Rural,33,3,1.889999970793724,1159.6793,39.788483,0.0,168.19678,4554.2686,3186.6038,3252.7349,1953.2963,0.97517425,315.3405261158261,946.0216,595.9936
6291,Kitui,702.0,10.0,Rural,Rural,33,4,2.479999989271164,1820.5692,20.654024,0.0,148.34715,7974.252,5984.681,3252.7349,1953.2963,1.1144304,315.3405261158261,1261.362,782.0445
6292,Kitui,811.0,1.0,Urban,Peri-Urban,34,3,3.0,368.07578,0.0,0.0,30.28289,3094.9287,2696.5698,3252.7349,1953.2963,1.430951,234.9567758134896,704.8703,704.8703
6293,Kitui,811.0,2.0,Urban,Peri-Urban,34,4,3.239999994635582,188.48589,82.89032,0.0,80.46257,3145.1736,2793.335,3252.7349,1953.2963,1.1123952,234.9567758134896,939.8271,761.25995
6294,Kitui,811.0,3.0,Urban,Peri-Urban,34,4,3.649999976158142,551.72485,243.97461,0.0,38.8531,4474.3804,3639.828,3252.7349,1953.2963,1.1987549,234.9567758134896,939.8271,857.5922
6295,Kitui,811.0,4.0,Urban,Peri-Urban,34,5,3.889999970793724,568.91205,185.52968,0.0,58.99586,2754.3176,1940.8802,3252.7349,1953.2963,1.0457795,234.9567758134896,1174.7839,913.9819
6296,Kitui,811.0,5.0,Urban,Peri-Urban,34,3,2.649999976158142,847.98737,109.56306,0.0,93.63252,3849.6572,2798.4744,3252.7349,1953.2963,0.9672498,234.9567758134896,704.8703,622.63544
6297,Kitui,811.0,6.0,Urban,Peri-Urban,34,3,2.649999976158142,1009.3594,25.054575,0.0,206.70026,3701.7786,2460.6638,3252.7349,1953.2963,1.0040973,234.9567758134896,704.8703,622.63544
6298,Kitui,811.0,7.0,Urban,Peri-Urban,34,8,6.949999928474426,607.4608,430.19666,0.0,59.862907,2825.9297,1728.4093,3252.7349,1953.2963,1.3219653,234.9567758134896,1879.6542,1632.9496
6299,Kitui,811.0,8.0,Urban,Peri-Urban,34,3,2.299999952316284,932.80225,197.2494,0.0,82.689705,9162.999,7950.2573,3252.7349,1953.2963,1.2619205,234.9567758134896,704.8703,540.4006
6300,Kitui,811.0,9.0,Urban,Peri-Urban,34,5,2.779999941587448,110.18309,104.54461,0.0,74.489975,2660.4448,2371.227,3252.7349,1953.2963,1.1589605,234.9567758134896,1174.7839,653.1798
6301,Kitui,930.0,1.0,Rural,Rural,33,5,3.9499999284744263,126.948654,75.92383,0.0,91.71196,4046.8787,3752.2942,3252.7349,1953.2963,1.0489639,387.7137616178188,1938.5688,1531.4694
6302,Kitui,930.0,2.0,Rural,Rural,33,1,1.0,93.620476,0.0,0.0,80.246124,2973.9524,2800.086,3252.7349,1953.2963,1.2461661,387.7137616178188,387.71378,387.71378
6303,Kitui,930.0,3.0,Rural,Rural,33,7,4.369999960064888,350.472,0.0,0.0,125.60267,2948.242,2472.1672,3252.7349,1953.2963,1.1295654,387.7137616178188,2713.9963,1694.3091
6304,Kitui,930.0,4.0,Rural,Rural,33,12,8.729999870061874,580.8484,258.64447,0.0,101.695076,2869.9954,1928.8076,3252.7349,1953.2963,1.1263824,387.7137616178188,4652.565,3384.741
6305,Kitui,930.0,5.0,Rural,Rural,33,8,5.83999989926815,195.89183,55.055782,0.0,44.69015,2429.933,2134.2952,3252.7349,1953.2963,1.1494672,387.7137616178188,3101.7102,2264.2483
6306,Kitui,930.0,6.0,Rural,Rural,33,5,4.649999976158142,127.00698,566.0859,0.0,76.40526,2850.0269,2080.5286,3252.7349,1953.2963,1.0695655,387.7137616178188,1938.5688,1802.869
6307,Kitui,930.0,7.0,Rural,Rural,33,5,3.539999946951866,867.6634,65.570175,0.0,95.58674,6642.839,5614.0186,3252.7349,1953.2963,1.2116661,387.7137616178188,1938.5688,1372.5067
6308,Kitui,930.0,8.0,Rural,Rural,33,8,5.83999989926815,157.55186,84.56027,0.0,65.36561,2083.858,1776.3801,3252.7349,1953.2963,1.1002393,387.7137616178188,3101.7102,2264.2483
6309,Kitui,930.0,9.0,Rural,Rural,33,4,3.299999952316284,190.27168,62.263027,0.0,58.125614,2512.7617,2202.1013,3252.7349,1953.2963,1.2512087,387.7137616178188,1550.8551,1279.4554
6310,Kitui,930.0,10.0,Rural,Rural,33,8,6.539999946951866,547.7921,40.36965,0.0,96.06376,2732.657,2048.4316,3252.7349,1953.2963,1.1141938,387.7137616178188,3101.7102,2535.648
6311,Kitui,932.0,1.0,Rural,Rural,33,4,3.299999952316284,172.51987,126.01817,0.0,246.13583,2466.7307,1922.057,3252.7349,1953.2963,0.89874005,771.397523562908,3085.59,2545.6118
6312,Kitui,932.0,2.0,Rural,Rural,33,3,2.299999952316284,437.56235,38.306034,0.0,185.53882,3940.9248,3279.5173,3252.7349,1953.2963,0.93734056,771.397523562908,2314.1926,1774.2142
6313,Kitui,932.0,3.0,Rural,Rural,33,7,3.669999912381172,674.3766,163.80803,0.0,333.4829,4631.957,3460.2893,3252.7349,1953.2963,0.73536485,771.397523562908,5399.7827,2831.0288
6314,Kitui,932.0,4.0,Rural,Rural,33,11,8.489999875426292,338.5484,375.013,0.0,89.30432,1671.5017,868.63586,3252.7349,1953.2963,1.0551394,771.397523562908,8485.373,6549.165
6315,Kitui,932.0,5.0,Rural,Rural,33,7,4.779999941587448,348.5389,69.24183,0.0,67.0984,1940.9064,1456.0271,3252.7349,1953.2963,0.93536514,771.397523562908,5399.7827,3687.28
6316,Kitui,932.0,6.0,Rural,Rural,33,5,3.129999965429306,322.28186,55.550007,0.0,77.12728,5898.0,5443.0405,3252.7349,1953.2963,0.8698952,771.397523562908,3856.9875,2414.474
6317,Kitui,932.0,7.0,Rural,Rural,33,7,5.889999970793724,272.0549,20.580318,0.0,126.864975,2202.76,1783.26,3252.7349,1953.2963,1.0037007,771.397523562908,5399.7827,4543.5312
6318,Kitui,932.0,8.0,Rural,Rural,33,7,5.539999946951866,479.57913,89.27563,0.0,146.32492,1305.9214,590.74176,3252.7349,1953.2963,1.0362182,771.397523562908,5399.7827,4273.5425
6319,Kitui,932.0,9.0,Rural,Rural,33,3,3.0,520.9963,310.1885,0.0,137.32619,3796.2334,2827.7224,3252.7349,1953.2963,0.9223781,771.397523562908,2314.1926,2314.1926
6320,Kitui,949.0,1.0,Urban,Urban,34,1,1.0,1096.6929,1532.6202,970.5247,194.10493,4618.0464,824.1035,5995.902,2551.1006,1.0303705,1566.3785054232635,1566.3785,1566.3785
6321,Kitui,949.0,2.0,Urban,Urban,34,1,1.0,7046.0405,0.0,4295.1606,356.43018,32121.562,20423.93,5995.902,2551.1006,1.0476907,1566.3785054232635,1566.3785,1566.3785
6322,Kitui,949.0,3.0,Urban,Urban,34,5,3.129999965429306,3307.08,396.39185,858.0021,720.1088,11325.428,6043.846,5995.902,2551.1006,1.0426184,1566.3785054232635,7831.8926,4902.7646
6323,Kitui,949.0,4.0,Urban,Urban,34,1,1.0,3584.402,0.0,1257.8613,1617.2502,15306.43,8846.916,5995.902,2551.1006,1.1130003,1566.3785054232635,1566.3785,1566.3785
6324,Kitui,949.0,5.0,Urban,Urban,34,1,1.0,830.60315,0.0,1482.3795,197.6506,3852.5693,1341.9359,5995.902,2551.1006,1.0118866,1566.3785054232635,1566.3785,1566.3785
6325,Kitui,949.0,6.0,Urban,Urban,34,2,2.0,947.0154,0.0,578.427,242.63594,10074.847,8306.768,5995.902,2551.1006,1.1333853,1566.3785054232635,3132.757,3132.757
6326,Kitui,993.0,1.0,Rural,Rural,33,6,4.129999965429306,362.20465,95.45434,0.0,26.092302,1328.6008,844.8496,3252.7349,1953.2963,0.92797774,459.8716005855797,2759.2295,1899.2697
6327,Kitui,993.0,2.0,Rural,Rural,33,1,1.0,1509.4618,0.0,0.0,179.75146,5935.1475,4245.934,3252.7349,1953.2963,1.0570151,459.8716005855797,459.8716,459.8716
6328,Kitui,993.0,3.0,Rural,Rural,33,5,3.889999970793724,501.13184,549.79584,0.0,32.0342,2338.0713,1255.1094,3252.7349,1953.2963,1.2037264,459.8716005855797,2299.358,1788.9005
6329,Kitui,993.0,4.0,Rural,Rural,33,1,1.0,647.8526,0.0,0.0,131.2565,7383.119,6604.01,3252.7349,1953.2963,0.99042714,459.8716005855797,459.8716,459.8716
6330,Kitui,993.0,5.0,Rural,Rural,33,8,6.539999946951866,1083.7906,398.9671,0.0,28.778946,3605.891,2094.3547,3252.7349,1953.2963,1.0094875,459.8716005855797,3678.973,3007.5603
6331,Kitui,993.0,6.0,Rural,Rural,33,8,6.949999928474426,136.13963,455.3845,0.0,15.470412,2953.9858,2346.9915,3252.7349,1953.2963,0.93006504,459.8716005855797,3678.973,3196.1077
6332,Kitui,993.0,7.0,Rural,Rural,33,9,6.83999989926815,223.78526,409.03394,0.0,18.10107,1482.6069,831.6867,3252.7349,1953.2963,0.9692167,459.8716005855797,4138.844,3145.5217
6333,Kitui,993.0,8.0,Rural,Rural,33,9,7.599999904632568,278.95844,492.35114,0.0,14.602604,1851.7068,1065.7947,3252.7349,1953.2963,0.90106493,459.8716005855797,4138.844,3495.0242
6334,Kitui,993.0,9.0,Rural,Rural,33,2,2.0,108.08719,0.0,0.0,51.88185,1559.4755,1399.5066,3252.7349,1953.2963,0.96372813,459.8716005855797,919.7432,919.7432
6335,Kitui,993.0,10.0,Rural,Rural,33,5,3.9499999284744263,578.2203,246.01457,0.0,61.519024,2385.39,1499.6361,3252.7349,1953.2963,1.028806,459.8716005855797,2299.358,1816.4928
6336,Kitui,1002.0,1.0,Urban,Urban,34,1,1.0,1094.1139,0.0,1230.0951,1046.5663,8624.986,5254.211,5995.902,2551.1006,1.0749439,717.9234816523292,717.92346,717.92346
6337,Kitui,1002.0,2.0,Urban,Urban,34,1,1.0,4204.7217,0.0,1760.7623,641.83167,28064.6,21457.285,5995.902,2551.1006,1.0360972,717.9234816523292,717.92346,717.92346
6338,Kitui,1002.0,3.0,Urban,Urban,34,1,1.0,986.3088,0.0,1758.8097,116.2643,7588.5747,4727.192,5995.902,2551.1006,0.86010927,717.9234816523292,717.92346,717.92346
6339,Kitui,1002.0,4.0,Urban,Urban,34,1,1.0,1282.4315,0.0,1404.3375,0.0,10736.442,8049.673,5995.902,2551.1006,0.94157076,717.9234816523292,717.92346,717.92346
6340,Kitui,1002.0,5.0,Urban,Urban,34,1,1.0,2164.215,0.0,1441.0886,587.5697,8897.454,4704.581,5995.902,2551.1006,1.0211555,717.9234816523292,717.92346,717.92346
6341,Kitui,1002.0,6.0,Urban,Urban,34,1,1.0,1623.294,0.0,1237.7201,1303.6816,13742.266,9577.57,5995.902,2551.1006,1.1889405,717.9234816523292,717.92346,717.92346
6342,Kitui,1002.0,7.0,Urban,Urban,34,1,1.0,2943.1624,0.0,1212.5752,5375.2007,19109.617,9578.68,5995.902,2551.1006,1.0418216,717.9234816523292,717.92346,717.92346
6343,Kitui,1002.0,8.0,Urban,Urban,34,3,2.239999994635582,1842.8977,0.0,611.9511,228.71614,9781.044,7097.48,5995.902,2551.1006,1.073539,717.9234816523292,2153.7705,1608.1486
6344,Kitui,1020.0,1.0,Rural,Rural,33,6,3.8399998992681503,1131.601,59.02045,0.0,26.526045,2908.229,1691.0815,3252.7349,1953.2963,0.9817396,414.08351914199375,2484.5012,1590.0807
6345,Kitui,1020.0,2.0,Rural,Rural,33,8,6.949999928474426,1299.3575,1381.2565,0.0,68.42725,5049.5723,2300.5312,3252.7349,1953.2963,1.0093163,414.08351914199375,3312.6682,2877.8804
6346,Kitui,1020.0,3.0,Rural,Rural,33,6,4.949999928474426,994.6375,728.90576,0.0,134.92227,5235.127,3376.6611,3252.7349,1953.2963,1.1379541,414.08351914199375,2484.5012,2049.7134
6347,Kitui,1020.0,4.0,Rural,Rural,33,1,1.0,8571.374,0.0,0.0,2838.8562,31892.338,20482.111,3252.7349,1953.2963,1.0567636,414.08351914199375,414.08353,414.08353
6348,Kitui,1020.0,5.0,Rural,Rural,33,7,5.599999904632568,1311.7606,262.5723,0.0,135.54114,4226.3374,2516.4636,3252.7349,1953.2963,0.9617533,414.08351914199375,2898.5847,2318.8677
6349,Kitui,1020.0,6.0,Rural,Rural,33,5,3.5999999046325684,493.57465,441.9328,0.0,75.8224,3329.5193,2318.1895,3252.7349,1953.2963,0.95251834,414.08351914199375,2070.4175,1490.7007
6350,Kitui,1020.0,7.0,Rural,Rural,33,5,4.299999952316284,288.15924,110.2011,0.0,43.636,2753.1543,2311.1577,3252.7349,1953.2963,0.9593103,414.08351914199375,2070.4175,1780.5591
6351,Kitui,1020.0,8.0,Rural,Rural,33,4,2.9499999284744263,1409.633,329.36105,0.0,76.73137,5796.3643,3980.639,3252.7349,1953.2963,1.0160917,414.08351914199375,1656.3341,1221.5464
6352,Kitui,1020.0,9.0,Rural,Rural,33,6,5.299999952316284,878.4395,580.1703,0.0,87.41253,4265.895,2719.8723,3252.7349,1953.2963,1.0360762,414.08351914199375,2484.5012,2194.6426
6353,Kitui,1020.0,10.0,Rural,Rural,33,5,3.129999965429306,2390.0242,45.29811,0.0,180.19136,8832.118,6216.605,3252.7349,1953.2963,1.0638317,414.08351914199375,2070.4175,1296.0814
6354,Kitui,1110.0,1.0,Rural,Rural,33,6,4.539999946951866,932.0957,78.96312,0.0,123.18246,5060.1157,3925.8748,3252.7349,1953.2963,1.3947291,697.4821605677148,4184.893,3166.569
6355,Kitui,1110.0,2.0,Rural,Rural,33,3,1.889999970793724,3249.1392,338.4231,0.0,566.16626,11402.397,7248.669,3252.7349,1953.2963,1.134789,697.4821605677148,2092.4465,1318.2412
