,county,couty,clid,hhid,hhsize,k01,k20_in,k20_ks,weight
2598,Murang'a,Murang'a,171.0,2.0,3,Yes,Labour Cost,250.0,895.3513815
2599,Nairobi City,Nairobi City,172.0,5.0,3,No,,,2984.625224
2600,Nairobi City,Nairobi City,172.0,8.0,1,No,,,2984.625224
2601,Nairobi City,Nairobi City,172.0,3.0,2,No,,,2984.625224
2602,Nairobi City,Nairobi City,172.0,7.0,1,No,,,2984.625224
2603,Nairobi City,Nairobi City,172.0,1.0,1,No,,,2984.625224
2604,Nairobi City,Nairobi City,172.0,2.0,1,No,,,2984.625224
2605,Nairobi City,Nairobi City,172.0,6.0,5,No,,,2984.625224
2606,Nairobi City,Nairobi City,172.0,4.0,5,No,,,2984.625224
2607,Murang'a,Murang'a,173.0,4.0,1,No,,,1029.617454
2608,Murang'a,Murang'a,173.0,1.0,3,Yes,Labour Cost,2000.0,1029.617454
2609,Murang'a,Murang'a,173.0,5.0,7,Yes,Inorganic Fertilizer,2000.0,1029.617454
2610,Murang'a,Murang'a,173.0,2.0,3,No,,,1029.617454
2611,Murang'a,Murang'a,173.0,6.0,2,No,,,1029.617454
2612,Murang'a,Murang'a,173.0,3.0,5,No,,,1029.617454
2613,Murang'a,Murang'a,173.0,1.0,3,Yes,Inorganic Fertilizer,2300.0,1029.617454
2614,Murang'a,Murang'a,173.0,7.0,1,No,,,1029.617454
2615,Mandera,Mandera,174.0,6.0,10,No,,,453.3832478
2616,Mandera,Mandera,174.0,2.0,7,No,,,453.3832478
2617,Mandera,Mandera,174.0,8.0,5,No,,,453.3832478
2618,Mandera,Mandera,174.0,1.0,11,No,,,453.3832478
2619,Mandera,Mandera,174.0,3.0,11,No,,,453.3832478
2620,Mandera,Mandera,174.0,9.0,10,No,,,453.3832478
2621,Mandera,Mandera,174.0,7.0,1,No,,,453.3832478
2622,Mandera,Mandera,174.0,5.0,1,No,,,453.3832478
2623,Mandera,Mandera,174.0,4.0,11,No,,,453.3832478
2624,Migori,Migori,175.0,6.0,2,Yes,Labour Cost,3500.0,619.3526452
2625,Migori,Migori,175.0,7.0,6,Yes,Tractor/Oxen Plough,4500.0,619.3526452
2626,Migori,Migori,175.0,3.0,6,Yes,Tractor/Oxen Plough,2000.0,619.3526452
2627,Migori,Migori,175.0,4.0,11,Yes,Labour Cost,2000.0,619.3526452
2628,Migori,Migori,175.0,1.0,1,Yes,Tractor/Oxen Plough,600.0,619.3526452
2629,Migori,Migori,175.0,6.0,2,Yes,Tractor/Oxen Plough,3600.0,619.3526452
2630,Migori,Migori,175.0,7.0,6,Yes,Labour Cost,3600.0,619.3526452
2631,Migori,Migori,175.0,2.0,2,Yes,Tractor/Oxen Plough,800.0,619.3526452
2632,Migori,Migori,175.0,8.0,6,Yes,,,619.3526452
2633,Migori,Migori,175.0,3.0,6,Yes,Labour Cost,1600.0,619.3526452
2634,Migori,Migori,175.0,9.0,5,Yes,,,619.3526452
2635,Migori,Migori,175.0,5.0,3,Yes,,,619.3526452
2636,Nyamira,Nyamira,176.0,1.0,7,Yes,Inorganic Fertilizer,700.0,64.03688806
2637,Nyamira,Nyamira,176.0,7.0,5,Yes,Inorganic Fertilizer,300.0,64.03688806
2638,Nyamira,Nyamira,176.0,3.0,4,Yes,,,64.03688806
2639,Nyamira,Nyamira,176.0,4.0,2,Yes,Labour Cost,6000.0,64.03688806
2640,Nyamira,Nyamira,176.0,2.0,5,Yes,Inorganic Fertilizer,700.0,64.03688806
2641,Nyamira,Nyamira,176.0,6.0,4,Yes,,,64.03688806
2642,Nyamira,Nyamira,176.0,10.0,4,No,,,64.03688806
2643,Nyamira,Nyamira,176.0,5.0,4,Yes,Labour Cost,300.0,64.03688806
2644,Nyamira,Nyamira,176.0,5.0,4,Yes,Inorganic Fertilizer,500.0,64.03688806
2645,Nyamira,Nyamira,176.0,8.0,5,Yes,Inorganic Fertilizer,2600.0,64.03688806
2646,Nyamira,Nyamira,176.0,9.0,2,Yes,Labour Cost,3000.0,64.03688806
2647,Nyamira,Nyamira,176.0,9.0,2,Yes,Inorganic Fertilizer,4000.0,64.03688806
2648,Kericho,Kericho,177.0,6.0,4,Yes,Tractor/Oxen Plough,5000.0,481.2007332
2649,Kericho,Kericho,177.0,10.0,1,No,,,481.2007332
2650,Kericho,Kericho,177.0,1.0,2,No,,,481.2007332
2651,Kericho,Kericho,177.0,7.0,6,Yes,Inorganic Fertilizer,6000.0,481.2007332
2652,Kericho,Kericho,177.0,6.0,4,Yes,Inorganic Fertilizer,10000.0,481.2007332
2653,Kericho,Kericho,177.0,4.0,2,Yes,Inorganic Fertilizer,3000.0,481.2007332
2654,Kericho,Kericho,177.0,6.0,4,Yes,Labour Cost,6000.0,481.2007332
2655,Kericho,Kericho,177.0,2.0,4,Yes,Tractor/Oxen Plough,2000.0,481.2007332
2656,Kericho,Kericho,177.0,9.0,4,Yes,Inorganic Fertilizer,6000.0,481.2007332
2657,Kericho,Kericho,177.0,8.0,6,Yes,Purchase of Small Farm Implements,540.0,481.2007332
2658,Kericho,Kericho,177.0,3.0,2,No,,,481.2007332
2659,Kericho,Kericho,177.0,2.0,4,Yes,Inorganic Fertilizer,800.0,481.2007332
2660,Kericho,Kericho,177.0,5.0,1,No,,,481.2007332
2661,Kericho,Kericho,177.0,8.0,6,Yes,Inorganic Fertilizer,7200.0,481.2007332
2662,Kericho,Kericho,177.0,2.0,4,Yes,Labour Cost,1000.0,481.2007332
2663,Migori,Migori,178.0,6.0,7,Yes,Tractor/Oxen Plough,2700.0,605.3254947
2664,Migori,Migori,178.0,4.0,4,Yes,Tractor/Oxen Plough,1500.0,605.3254947
2665,Migori,Migori,178.0,7.0,4,Yes,Tractor/Oxen Plough,1000.0,605.3254947
2666,Migori,Migori,178.0,1.0,4,Yes,Tractor/Oxen Plough,1700.0,605.3254947
2667,Migori,Migori,178.0,3.0,3,No,,,605.3254947
2668,Migori,Migori,178.0,9.0,8,Yes,Tractor/Oxen Plough,3000.0,605.3254947
2669,Migori,Migori,178.0,6.0,7,Yes,Labour Cost,2800.0,605.3254947
2670,Migori,Migori,178.0,7.0,4,Yes,Labour Cost,800.0,605.3254947
2671,Migori,Migori,178.0,5.0,2,Yes,,,605.3254947
2672,Migori,Migori,178.0,2.0,7,Yes,Tractor/Oxen Plough,5000.0,605.3254947
2673,Migori,Migori,178.0,8.0,4,Yes,Labour Cost,1000.0,605.3254947
2674,Migori,Migori,178.0,2.0,7,Yes,Labour Cost,5000.0,605.3254947
2675,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,4.0,6,Yes,Purchase of Small Farm Implements,1050.0,583.3602454
2676,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,7.0,4,Yes,Inorganic Fertilizer,2500.0,583.3602454
2677,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,10.0,3,Yes,Purchase of Small Farm Implements,700.0,583.3602454
2678,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,10.0,3,Yes,Inorganic Fertilizer,5400.0,583.3602454
2679,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,6.0,4,Yes,Labour Cost,4500.0,583.3602454
2680,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,7.0,4,Yes,Purchase of Small Farm Implements,550.0,583.3602454
2681,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,9.0,7,Yes,Labour Cost,12500.0,583.3602454
2682,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,6.0,4,Yes,Purchase of Small Farm Implements,700.0,583.3602454
2683,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,2.0,2,Yes,Inorganic Fertilizer,3700.0,583.3602454
2684,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,2.0,2,Yes,Labour Cost,1000.0,583.3602454
2685,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,5.0,5,Yes,Labour Cost,1000.0,583.3602454
2686,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,10.0,3,Yes,Pesticides,1000.0,583.3602454
2687,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,5.0,5,Yes,Inorganic Fertilizer,4000.0,583.3602454
2688,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,3.0,5,Yes,Inorganic Fertilizer,3800.0,583.3602454
2689,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,2.0,2,Yes,Pesticides,200.0,583.3602454
2690,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,10.0,3,Yes,Labour Cost,6000.0,583.3602454
2691,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,9.0,7,Yes,Inorganic Fertilizer,4000.0,583.3602454
2692,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,1.0,1,Yes,Inorganic Fertilizer,3200.0,583.3602454
2693,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,5.0,5,Yes,Purchase of Small Farm Implements,700.0,583.3602454
2694,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,8.0,1,Yes,,,583.3602454
2695,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,4.0,6,Yes,Inorganic Fertilizer,800.0,583.3602454
2696,Elgeyo/Marakwet,Elgeyo/Marakwet,179.0,7.0,4,Yes,Labour Cost,800.0,583.3602454
2697,Nandi,Nandi,180.0,6.0,6,No,,,567.7664177
2698,Nandi,Nandi,180.0,1.0,5,Yes,Herbicides,1200.0,567.7664177
2699,Nandi,Nandi,180.0,5.0,6,Yes,Inorganic Fertilizer,10500.0,567.7664177
2700,Nandi,Nandi,180.0,2.0,7,Yes,Inorganic Fertilizer,50000.0,567.7664177
2701,Nandi,Nandi,180.0,7.0,8,No,,,567.7664177
2702,Nandi,Nandi,180.0,9.0,5,No,,,567.7664177
2703,Nandi,Nandi,180.0,1.0,5,Yes,Tractor/Oxen Plough,5000.0,567.7664177
2704,Nandi,Nandi,180.0,5.0,6,Yes,Labour Cost,4000.0,567.7664177
2705,Nandi,Nandi,180.0,4.0,2,No,,,567.7664177
2706,Nandi,Nandi,180.0,2.0,7,Yes,Tractor/Oxen Plough,55000.0,567.7664177
2707,Nandi,Nandi,180.0,1.0,5,Yes,Inorganic Fertilizer,10000.0,567.7664177
2708,Nandi,Nandi,180.0,2.0,7,Yes,Herbicides,6000.0,567.7664177
2709,Nandi,Nandi,180.0,3.0,5,Yes,Labour Cost,3000.0,567.7664177
2710,Nandi,Nandi,180.0,5.0,6,Yes,Tractor/Oxen Plough,7400.0,567.7664177
2711,Nandi,Nandi,180.0,3.0,5,Yes,Inorganic Fertilizer,3500.0,567.7664177
2712,Nandi,Nandi,180.0,8.0,1,No,,,567.7664177
2713,Nandi,Nandi,180.0,10.0,2,No,,,567.7664177
2714,Kisumu,Kisumu,181.0,5.0,5,No,,,658.2735222
2715,Kisumu,Kisumu,181.0,3.0,2,No,,,658.2735222
2716,Kisumu,Kisumu,181.0,9.0,1,No,,,658.2735222
2717,Kisumu,Kisumu,181.0,2.0,1,No,,,658.2735222
2718,Kisumu,Kisumu,181.0,1.0,2,No,,,658.2735222
2719,Kisumu,Kisumu,181.0,7.0,2,No,,,658.2735222
2720,Kisumu,Kisumu,181.0,8.0,4,No,,,658.2735222
2721,Kisumu,Kisumu,181.0,4.0,1,No,,,658.2735222
2722,Kisumu,Kisumu,181.0,6.0,2,Yes,,,658.2735222
2723,Makueni,Makueni,182.0,1.0,4,Yes,Hire of Machinery,7000.0,549.7454777
2724,Makueni,Makueni,182.0,9.0,5,Yes,Fuels,5000.0,549.7454777
2725,Makueni,Makueni,182.0,3.0,6,Yes,Farm Machinery/Equipment Repairs,200.0,549.7454777
2726,Makueni,Makueni,182.0,7.0,10,Yes,Cost Of Irrigation Water,500.0,549.7454777
2727,Makueni,Makueni,182.0,1.0,4,Yes,Labour Cost,5000.0,549.7454777
2728,Makueni,Makueni,182.0,1.0,4,Yes,Lubricants,400.0,549.7454777
2729,Makueni,Makueni,182.0,9.0,5,Yes,Labour Cost,15000.0,549.7454777
2730,Makueni,Makueni,182.0,3.0,6,Yes,Labour Cost,6000.0,549.7454777
2731,Makueni,Makueni,182.0,3.0,6,Yes,"Land Reclamation, Clearance etc",3500.0,549.7454777
2732,Makueni,Makueni,182.0,6.0,3,Yes,Pesticides,1000.0,549.7454777
2733,Makueni,Makueni,182.0,10.0,5,Yes,Pesticides,1100.0,549.7454777
2734,Makueni,Makueni,182.0,4.0,6,Yes,Purchase of Small Farm Implements,390.0,549.7454777
2735,Makueni,Makueni,182.0,3.0,6,Yes,Purchase of Small Farm Implements,900.0,549.7454777
2736,Makueni,Makueni,182.0,3.0,6,Yes,Organic Fertilizer,1000.0,549.7454777
2737,Makueni,Makueni,182.0,9.0,5,Yes,Farm Machinery/Equipment Repairs,10000.0,549.7454777
2738,Makueni,Makueni,182.0,5.0,5,Yes,Pesticides,1500.0,549.7454777
2739,Makueni,Makueni,182.0,5.0,5,Yes,Labour Cost,10000.0,549.7454777
2740,Makueni,Makueni,182.0,4.0,6,Yes,Pesticides,260.0,549.7454777
2741,Makueni,Makueni,182.0,2.0,5,Yes,Pesticides,500.0,549.7454777
2742,Makueni,Makueni,182.0,3.0,6,Yes,Hire of Machinery,1000.0,549.7454777
2743,Makueni,Makueni,182.0,3.0,6,Yes,Establishment Of Long Term Crops,800.0,549.7454777
2744,Makueni,Makueni,182.0,7.0,10,Yes,Pesticides,2000.0,549.7454777
2745,Makueni,Makueni,182.0,1.0,4,Yes,Pesticides,1500.0,549.7454777
2746,Makueni,Makueni,182.0,3.0,6,Yes,Pesticides,300.0,549.7454777
2747,Makueni,Makueni,182.0,9.0,5,Yes,Pesticides,7000.0,549.7454777
2748,Makueni,Makueni,182.0,1.0,4,Yes,Fuels,3400.0,549.7454777
2749,Makueni,Makueni,182.0,8.0,6,Yes,Pesticides,1080.0,549.7454777
2750,Makueni,Makueni,182.0,1.0,4,Yes,Herbicides,4200.0,549.7454777
2751,Kiambu,Kiambu,183.0,10.0,1,Yes,Labour Cost,5000.0,912.5282023
2752,Kiambu,Kiambu,183.0,5.0,4,Yes,Organic Fertilizer,2000.0,912.5282023
2753,Kiambu,Kiambu,183.0,10.0,1,Yes,Inorganic Fertilizer,12000.0,912.5282023
2754,Kiambu,Kiambu,183.0,4.0,5,Yes,Inorganic Fertilizer,4000.0,912.5282023
2755,Kiambu,Kiambu,183.0,10.0,1,Yes,Organic Fertilizer,20000.0,912.5282023
2756,Kiambu,Kiambu,183.0,9.0,5,Yes,,,912.5282023
2757,Kiambu,Kiambu,183.0,2.0,2,Yes,Labour Cost,10000.0,912.5282023
2758,Kiambu,Kiambu,183.0,2.0,2,Yes,Organic Fertilizer,36000.0,912.5282023
2759,Kiambu,Kiambu,183.0,3.0,5,No,,,912.5282023
2760,Kiambu,Kiambu,183.0,8.0,3,Yes,Inorganic Fertilizer,8000.0,912.5282023
2761,Kiambu,Kiambu,183.0,2.0,2,Yes,Inorganic Fertilizer,30000.0,912.5282023
2762,Kiambu,Kiambu,183.0,8.0,3,Yes,Pesticides,1000.0,912.5282023
2763,Kiambu,Kiambu,183.0,7.0,1,No,,,912.5282023
2764,Kiambu,Kiambu,183.0,2.0,2,Yes,Pesticides,5000.0,912.5282023
2765,Kiambu,Kiambu,183.0,1.0,4,No,,,912.5282023
2766,Kiambu,Kiambu,183.0,8.0,3,Yes,Labour Cost,1500.0,912.5282023
2767,Kiambu,Kiambu,183.0,8.0,3,Yes,Organic Fertilizer,15000.0,912.5282023
2768,Kiambu,Kiambu,183.0,6.0,5,No,,,912.5282023
2769,Vihiga,Vihiga,184.0,7.0,4,Yes,Labour Cost,200.0,435.6769867
2770,Vihiga,Vihiga,184.0,1.0,4,Yes,Inorganic Fertilizer,1500.0,435.6769867
2771,Vihiga,Vihiga,184.0,7.0,4,Yes,Inorganic Fertilizer,2000.0,435.6769867
2772,Vihiga,Vihiga,184.0,3.0,3,Yes,"Land Reclamation, Clearance etc",100.0,435.6769867
2773,Vihiga,Vihiga,184.0,10.0,7,Yes,Labour Cost,800.0,435.6769867
2774,Vihiga,Vihiga,184.0,6.0,3,Yes,Inorganic Fertilizer,80.0,435.6769867
2775,Vihiga,Vihiga,184.0,6.0,3,Yes,Labour Cost,200.0,435.6769867
2776,Vihiga,Vihiga,184.0,5.0,2,Yes,Inorganic Fertilizer,1200.0,435.6769867
2777,Vihiga,Vihiga,184.0,9.0,7,Yes,"Land Reclamation, Clearance etc",100.0,435.6769867
2778,Vihiga,Vihiga,184.0,5.0,2,Yes,Labour Cost,2000.0,435.6769867
2779,Vihiga,Vihiga,184.0,8.0,3,Yes,Labour Cost,6600.0,435.6769867
2780,Vihiga,Vihiga,184.0,2.0,5,Yes,Labour Cost,600.0,435.6769867
2781,Vihiga,Vihiga,184.0,4.0,5,Yes,Labour Cost,400.0,435.6769867
2782,Vihiga,Vihiga,184.0,3.0,3,Yes,Labour Cost,400.0,435.6769867
2783,Vihiga,Vihiga,184.0,1.0,4,Yes,Labour Cost,2000.0,435.6769867
2784,Vihiga,Vihiga,184.0,9.0,7,Yes,Labour Cost,1200.0,435.6769867
2785,Vihiga,Vihiga,184.0,4.0,5,Yes,Inorganic Fertilizer,1000.0,435.6769867
2786,Vihiga,Vihiga,184.0,8.0,3,Yes,Inorganic Fertilizer,3000.0,435.6769867
2787,Vihiga,Vihiga,184.0,2.0,5,Yes,Inorganic Fertilizer,640.0,435.6769867
2788,Vihiga,Vihiga,184.0,3.0,3,Yes,Inorganic Fertilizer,320.0,435.6769867
2789,Vihiga,Vihiga,184.0,8.0,3,Yes,"Land Reclamation, Clearance etc",200.0,435.6769867
2790,Nyandarua,Nyandarua,185.0,7.0,7,Yes,Tractor/Oxen Plough,1500.0,87.14756291
2791,Nyandarua,Nyandarua,185.0,2.0,6,Yes,Pesticides,500.0,87.14756291
2792,Nyandarua,Nyandarua,185.0,5.0,1,Yes,Inorganic Fertilizer,160.0,87.14756291
2793,Nyandarua,Nyandarua,185.0,8.0,4,Yes,Labour Cost,6000.0,87.14756291
2794,Nyandarua,Nyandarua,185.0,7.0,7,Yes,Labour Cost,800.0,87.14756291
2795,Nyandarua,Uasin Gishu,185.0,6.0,4,Yes,Inorganic Fertilizer,2100.0,87.14756291
2796,Nyandarua,Nyandarua,185.0,3.0,6,Yes,Labour Cost,2000.0,87.14756291
2797,Nyandarua,Uasin Gishu,185.0,6.0,4,Yes,Labour Cost,4600.0,87.14756291
2798,Nyandarua,Nyandarua,185.0,1.0,4,Yes,Inorganic Fertilizer,1260.0,87.14756291
2799,Nyandarua,Nyandarua,185.0,3.0,6,Yes,Inorganic Fertilizer,1040.0,87.14756291
2800,Nyandarua,Nyandarua,185.0,5.0,1,Yes,Labour Cost,500.0,87.14756291
2801,Nyandarua,Nyandarua,185.0,5.0,1,Yes,Pesticides,70.0,87.14756291
2802,Nyandarua,Nyandarua,185.0,4.0,1,Yes,Labour Cost,3000.0,87.14756291
2803,Nyandarua,Nyandarua,185.0,7.0,7,Yes,Inorganic Fertilizer,3000.0,87.14756291
2804,Nyandarua,Uasin Gishu,185.0,6.0,4,Yes,Herbicides,300.0,87.14756291
2805,Nyandarua,Nyandarua,185.0,4.0,1,Yes,Inorganic Fertilizer,5000.0,87.14756291
2806,Nyandarua,Nyandarua,185.0,8.0,4,Yes,Inorganic Fertilizer,3600.0,87.14756291
2807,Nyandarua,Nyandarua,185.0,1.0,4,Yes,Labour Cost,750.0,87.14756291
2808,Nyandarua,Nyandarua,185.0,1.0,4,Yes,Herbicides,100.0,87.14756291
2809,Nyandarua,Nyandarua,185.0,2.0,6,Yes,Purchase Of Mechanical Equipments,1500.0,87.14756291
2810,Nyandarua,Nyandarua,185.0,9.0,4,Yes,Inorganic Fertilizer,240.0,87.14756291
2811,Nyandarua,Nyandarua,185.0,1.0,4,Yes,Pesticides,250.0,87.14756291
2812,Nyandarua,Nyandarua,185.0,2.0,6,Yes,Labour Cost,1000.0,87.14756291
2813,Nyandarua,Nyandarua,185.0,5.0,1,Yes,Herbicides,100.0,87.14756291
2814,Nyandarua,Nyandarua,185.0,2.0,6,Yes,Inorganic Fertilizer,5000.0,87.14756291
2815,Nyandarua,Nyandarua,185.0,8.0,4,Yes,Pesticides,250.0,87.14756291
2816,Nyandarua,Nyandarua,185.0,7.0,7,Yes,Pesticides,450.0,87.14756291
2817,Kericho,Kericho,186.0,1.0,3,Yes,Labour Cost,1000.0,296.6081311
2818,Kericho,Kericho,186.0,1.0,3,Yes,Tractor/Oxen Plough,500.0,296.6081311
2819,Kericho,Kericho,186.0,5.0,7,Yes,Inorganic Fertilizer,8500.0,296.6081311
2820,Kericho,Kericho,186.0,3.0,3,No,,,296.6081311
2821,Kericho,Kericho,186.0,2.0,7,No,,,296.6081311
2822,Kericho,Kericho,186.0,6.0,3,No,,,296.6081311
2823,Kericho,Kericho,186.0,7.0,6,No,,,296.6081311
2824,Kericho,Kericho,186.0,1.0,3,Yes,Inorganic Fertilizer,450.0,296.6081311
2825,Kericho,Kericho,186.0,4.0,1,No,,,296.6081311
2826,Kericho,Kericho,186.0,5.0,7,Yes,Labour Cost,6000.0,296.6081311
2827,Kericho,Kericho,186.0,5.0,7,Yes,Tractor/Oxen Plough,3000.0,296.6081311
2828,Nakuru,Nakuru,187.0,5.0,5,No,,,1989.551322
2829,Nakuru,Nakuru,187.0,4.0,1,No,,,1989.551322
2830,Nakuru,Nakuru,187.0,1.0,1,No,,,1989.551322
2831,Nakuru,Nakuru,187.0,2.0,7,Yes,Organic Fertilizer,130.0,1989.551322
2832,Nakuru,Nakuru,187.0,7.0,6,No,,,1989.551322
2833,Nakuru,Laikipia,187.0,8.0,6,Yes,,,1989.551322
2834,Nakuru,Kakamega,187.0,3.0,4,Yes,,,1989.551322
2835,Nakuru,Nakuru,187.0,6.0,2,No,,,1989.551322
2836,Nakuru,Nakuru,187.0,9.0,4,No,,,1989.551322
2837,Homa Bay,Homa Bay,188.0,9.0,9,Yes,Tractor/Oxen Plough,1500.0,528.2210122
2838,Homa Bay,Homa Bay,188.0,3.0,10,Yes,Inorganic Fertilizer,6200.0,528.2210122
2839,Homa Bay,Homa Bay,188.0,7.0,7,Yes,Tractor/Oxen Plough,800.0,528.2210122
2840,Homa Bay,Homa Bay,188.0,4.0,7,Yes,Inorganic Fertilizer,500.0,528.2210122
2841,Homa Bay,Homa Bay,188.0,3.0,10,Yes,Farm Machinery/Equipment Repairs,300.0,528.2210122
2842,Homa Bay,Homa Bay,188.0,10.0,3,Yes,Tractor/Oxen Plough,2000.0,528.2210122
2843,Homa Bay,Homa Bay,188.0,10.0,3,Yes,Inorganic Fertilizer,1250.0,528.2210122
2844,Homa Bay,Homa Bay,188.0,8.0,4,Yes,Inorganic Fertilizer,6000.0,528.2210122
2845,Homa Bay,Homa Bay,188.0,1.0,6,Yes,,,528.2210122
2846,Homa Bay,Homa Bay,188.0,5.0,4,Yes,Inorganic Fertilizer,3000.0,528.2210122
2847,Homa Bay,Homa Bay,188.0,8.0,4,Yes,Labour Cost,1000.0,528.2210122
2848,Homa Bay,Homa Bay,188.0,9.0,9,Yes,Labour Cost,2000.0,528.2210122
2849,Homa Bay,Homa Bay,188.0,6.0,1,Yes,,,528.2210122
2850,Homa Bay,Homa Bay,188.0,2.0,2,Yes,,,528.2210122
2851,Nairobi City,Nairobi City,189.0,7.0,5,No,,,1648.980898
2852,Nairobi City,Nairobi City,189.0,2.0,3,No,,,1648.980898
2853,Nairobi City,Nairobi City,189.0,4.0,4,No,,,1648.980898
2854,Nairobi City,Vihiga,189.0,3.0,1,Yes,Labour Cost,3000.0,1648.980898
2855,Nairobi City,Nairobi City,189.0,5.0,5,No,,,1648.980898
2856,Nairobi City,Vihiga,189.0,3.0,1,Yes,Inorganic Fertilizer,5000.0,1648.980898
2857,Nairobi City,Nairobi City,189.0,6.0,1,No,,,1648.980898
2858,Nairobi City,Nairobi City,189.0,1.0,1,No,,,1648.980898
2859,Turkana,Turkana,190.0,3.0,12,Yes,Labour Cost,3600.0,793.5174288
2860,Turkana,Turkana,190.0,7.0,4,No,,,793.5174288
2861,Turkana,Turkana,190.0,2.0,6,No,,,793.5174288
2862,Turkana,Turkana,190.0,5.0,11,Yes,Purchase of Small Farm Implements,1900.0,793.5174288
2863,Turkana,Turkana,190.0,5.0,11,Yes,Pesticides,6000.0,793.5174288
2864,Turkana,Turkana,190.0,6.0,8,No,,,793.5174288
2865,Turkana,Turkana,190.0,5.0,11,Yes,Labour Cost,10000.0,793.5174288
2866,Turkana,Turkana,190.0,4.0,4,No,,,793.5174288
2867,Turkana,Turkana,190.0,3.0,12,Yes,Pesticides,200.0,793.5174288
2868,Turkana,Turkana,190.0,1.0,6,Yes,,,793.5174288
2869,Kilifi,Kilifi,191.0,2.0,4,No,,,344.6423014
2870,Kilifi,Kilifi,191.0,4.0,1,No,,,344.6423014
2871,Kilifi,Kilifi,191.0,9.0,2,No,,,344.6423014
2872,Kilifi,Kilifi,191.0,3.0,6,No,,,344.6423014
2873,Kilifi,Kilifi,191.0,5.0,2,No,,,344.6423014
2874,Kilifi,Kilifi,191.0,1.0,4,No,,,344.6423014
2875,Kilifi,Kilifi,191.0,8.0,1,No,,,344.6423014
2876,Kilifi,Kilifi,191.0,7.0,2,No,,,344.6423014
2877,Kilifi,Kilifi,191.0,6.0,1,No,,,344.6423014
2878,Lamu,Lamu,192.0,3.0,1,No,,,121.6001537
2879,Lamu,Lamu,192.0,7.0,3,No,,,121.6001537
2880,Lamu,Lamu,192.0,8.0,3,Yes,Inorganic Fertilizer,5000.0,121.6001537
2881,Lamu,Lamu,192.0,10.0,3,Yes,Inorganic Fertilizer,9000.0,121.6001537
2882,Lamu,Lamu,192.0,2.0,4,Yes,Labour Cost,3000.0,121.6001537
2883,Lamu,Lamu,192.0,4.0,4,Yes,Herbicides,400.0,121.6001537
2884,Lamu,Lamu,192.0,8.0,3,Yes,Pesticides,5000.0,121.6001537
2885,Lamu,Lamu,192.0,4.0,4,Yes,Inorganic Fertilizer,300.0,121.6001537
2886,Lamu,Lamu,192.0,8.0,3,Yes,Labour Cost,6000.0,121.6001537
2887,Lamu,Lamu,192.0,4.0,4,Yes,Pesticides,450.0,121.6001537
2888,Lamu,Lamu,192.0,6.0,4,Yes,Pesticides,300.0,121.6001537
2889,Lamu,Lamu,192.0,5.0,3,Yes,Labour Cost,1500.0,121.6001537
2890,Lamu,Lamu,192.0,2.0,4,Yes,Hire of Machinery,2000.0,121.6001537
2891,Lamu,Lamu,192.0,10.0,3,Yes,Pesticides,5000.0,121.6001537
2892,Lamu,Lamu,192.0,4.0,4,Yes,Labour Cost,1300.0,121.6001537
2893,Lamu,Lamu,192.0,9.0,4,No,,,121.6001537
2894,Lamu,Lamu,192.0,10.0,3,Yes,Hire of Machinery,2500.0,121.6001537
2895,Lamu,Lamu,192.0,6.0,4,Yes,Hire of Machinery,2100.0,121.6001537
2896,Lamu,Lamu,192.0,2.0,4,Yes,Pesticides,250.0,121.6001537
2897,Lamu,Lamu,192.0,1.0,2,No,,,121.6001537
2898,Lamu,Lamu,192.0,8.0,3,Yes,Tractor/Oxen Plough,6000.0,121.6001537
2899,Lamu,Lamu,192.0,2.0,4,Yes,Inorganic Fertilizer,5000.0,121.6001537
2900,Lamu,Lamu,192.0,6.0,4,Yes,Labour Cost,3200.0,121.6001537
2901,Kisumu,Kisumu,193.0,7.0,3,Yes,Inorganic Fertilizer,3200.0,664.2217769
2902,Kisumu,Kisumu,193.0,3.0,2,No,,,664.2217769
2903,Kisumu,Kisumu,193.0,5.0,1,Yes,Labour Cost,6000.0,664.2217769
2904,Kisumu,Kisumu,193.0,1.0,2,Yes,Tractor/Oxen Plough,2500.0,664.2217769
