,county,couty,clid,hhid,hhsize,k01,k20_in,k20_ks,weight
0,Kilifi,Kilifi,1.0,6.0,7,Yes,Labour Cost,6000.0,878.8666054
1,Kilifi,Kilifi,1.0,3.0,3,Yes,Labour Cost,2300.0,878.8666054
2,Kilifi,Kilifi,1.0,2.0,10,Yes,Labour Cost,8000.0,878.8666054
3,Kilifi,Kilifi,1.0,3.0,3,Yes,Organic Fertilizer,450.0,878.8666054
4,Kilifi,Kilifi,1.0,2.0,10,Yes,Pesticides,200.0,878.8666054
5,Kilifi,Kilifi,1.0,1.0,5,Yes,Labour Cost,8000.0,878.8666054
6,Kilifi,Kilifi,1.0,1.0,5,Yes,Pesticides,300.0,878.8666054
7,Kilifi,Kilifi,1.0,5.0,6,Yes,Labour Cost,1500.0,878.8666054
8,Kilifi,Kilifi,1.0,10.0,3,No,,,878.8666054
9,Kilifi,Kilifi,1.0,3.0,3,Yes,Pesticides,200.0,878.8666054
10,Kilifi,Kilifi,1.0,5.0,6,Yes,Tractor/Oxen Plough,2400.0,878.8666054
11,Kilifi,Kilifi,1.0,9.0,6,Yes,Organic Fertilizer,750.0,878.8666054
12,Kilifi,Kilifi,1.0,8.0,3,Yes,Labour Cost,1600.0,878.8666054
13,Kilifi,Kilifi,1.0,8.0,3,Yes,Organic Fertilizer,1000.0,878.8666054
14,Kilifi,Kilifi,1.0,9.0,6,Yes,Pesticides,150.0,878.8666054
15,Kilifi,Kilifi,1.0,7.0,3,Yes,Pesticides,300.0,878.8666054
16,Kilifi,Kilifi,1.0,7.0,3,Yes,Labour Cost,9000.0,878.8666054
17,Kilifi,Kilifi,1.0,4.0,7,Yes,Pesticides,150.0,878.8666054
18,Mandera,Mandera,2.0,7.0,2,No,,,280.2404077
19,Mandera,Mandera,2.0,3.0,6,No,,,280.2404077
20,Mandera,Mandera,2.0,5.0,5,No,,,280.2404077
21,Mandera,Mandera,2.0,6.0,4,No,,,280.2404077
22,Mandera,Mandera,2.0,1.0,2,No,,,280.2404077
23,Mandera,Mandera,2.0,2.0,1,No,,,280.2404077
24,Mandera,Mandera,2.0,4.0,1,No,,,280.2404077
25,Marsabit,Marsabit,3.0,1.0,10,No,,,31.36170695
26,Marsabit,Marsabit,3.0,2.0,10,No,,,31.36170695
27,Kiambu,Kiambu,4.0,1.0,7,No,,,2739.185706
28,Kiambu,Kiambu,4.0,8.0,5,Yes,Inorganic Fertilizer,5000.0,2739.185706
29,Kiambu,Kiambu,4.0,5.0,5,No,,,2739.185706
30,Kiambu,Kiambu,4.0,4.0,1,No,,,2739.185706
31,Kiambu,Kiambu,4.0,8.0,5,Yes,Labour Cost,2000.0,2739.185706
32,Kiambu,Kiambu,4.0,7.0,3,No,,,2739.185706
33,Kiambu,Kiambu,4.0,3.0,6,No,,,2739.185706
34,Kiambu,Kiambu,4.0,2.0,2,No,,,2739.185706
35,Kiambu,Kiambu,4.0,6.0,2,No,,,2739.185706
36,Nakuru,Nakuru,5.0,6.0,5,No,,,1895.151331
37,Nakuru,Nakuru,5.0,3.0,1,No,,,1895.151331
38,Nakuru,Nakuru,5.0,5.0,4,No,,,1895.151331
39,Nakuru,Nakuru,5.0,2.0,4,No,,,1895.151331
40,Nakuru,Nakuru,5.0,1.0,4,No,,,1895.151331
41,Nakuru,Nakuru,5.0,4.0,4,Yes,Inorganic Fertilizer,20000.0,1895.151331
42,Nakuru,Nakuru,5.0,4.0,4,Yes,Labour Cost,30000.0,1895.151331
43,Nakuru,Nakuru,5.0,4.0,4,Yes,Hire of Machinery,30000.0,1895.151331
44,Nakuru,Nakuru,5.0,4.0,4,Yes,Pesticides,4000.0,1895.151331
45,Nandi,Nandi,6.0,2.0,1,Yes,Labour Cost,1250.0,506.9343015
46,Nandi,Nandi,6.0,9.0,6,Yes,Labour Cost,5200.0,506.9343015
47,Nandi,Nandi,6.0,2.0,1,Yes,Herbicides,1000.0,506.9343015
48,Nandi,Nandi,6.0,10.0,5,Yes,Inorganic Fertilizer,300.0,506.9343015
49,Nandi,Nandi,6.0,8.0,7,Yes,Inorganic Fertilizer,2500.0,506.9343015
50,Nandi,Nandi,6.0,9.0,6,Yes,Inorganic Fertilizer,2500.0,506.9343015
51,Nandi,Nandi,6.0,10.0,5,Yes,Herbicides,1200.0,506.9343015
52,Nandi,Nandi,6.0,3.0,1,No,,,506.9343015
53,Nandi,Nandi,6.0,1.0,1,Yes,Herbicides,600.0,506.9343015
54,Nandi,Nandi,6.0,1.0,1,Yes,Labour Cost,2400.0,506.9343015
55,Nandi,Nandi,6.0,9.0,6,Yes,Herbicides,1300.0,506.9343015
56,Nandi,Nandi,6.0,1.0,1,Yes,Inorganic Fertilizer,3000.0,506.9343015
57,Nandi,Nandi,6.0,2.0,1,Yes,Inorganic Fertilizer,700.0,506.9343015
58,Nandi,Nandi,6.0,4.0,6,Yes,Inorganic Fertilizer,2500.0,506.9343015
59,Nandi,Nandi,6.0,5.0,3,Yes,Pesticides,400.0,506.9343015
60,Nandi,Nandi,6.0,7.0,4,Yes,Hire of Machinery,500.0,506.9343015
61,Nandi,Nandi,6.0,10.0,5,Yes,Pesticides,1000.0,506.9343015
62,Nandi,Nandi,6.0,6.0,6,Yes,,,506.9343015
63,Nandi,Nandi,6.0,1.0,1,Yes,Purchase of Small Farm Implements,250.0,506.9343015
64,Nandi,Nandi,6.0,7.0,4,Yes,Inorganic Fertilizer,120.0,506.9343015
65,Nairobi City,Nairobi City,7.0,2.0,2,No,,,4952.351158
66,Nairobi City,Nairobi City,7.0,1.0,1,No,,,4952.351158
67,Nairobi City,Nairobi City,7.0,4.0,2,No,,,4952.351158
68,Nairobi City,Nairobi City,7.0,3.0,2,No,,,4952.351158
69,Nairobi City,Nairobi City,8.0,1.0,1,No,,,1096.048811
70,Nairobi City,Nairobi City,8.0,2.0,6,No,,,1096.048811
71,Nairobi City,Nairobi City,8.0,5.0,4,No,,,1096.048811
72,Nairobi City,Nairobi City,8.0,3.0,2,No,,,1096.048811
73,Nairobi City,Nairobi City,8.0,4.0,4,No,,,1096.048811
74,Meru,Meru,9.0,4.0,1,Yes,,,1214.491281
75,Meru,Meru,9.0,2.0,4,Yes,Labour Cost,1500.0,1214.491281
76,Meru,Meru,9.0,10.0,8,Yes,,,1214.491281
77,Meru,Meru,9.0,9.0,4,Yes,Pesticides,3300.0,1214.491281
78,Meru,Meru,9.0,1.0,4,Yes,Labour Cost,3500.0,1214.491281
79,Meru,Meru,9.0,3.0,1,Yes,Labour Cost,2200.0,1214.491281
80,Meru,Meru,9.0,5.0,2,Yes,Herbicides,1000.0,1214.491281
81,Meru,Meru,9.0,6.0,5,Yes,Labour Cost,2500.0,1214.491281
82,Meru,Meru,9.0,8.0,7,Yes,Pesticides,8200.0,1214.491281
83,Meru,Meru,9.0,3.0,1,Yes,Inorganic Fertilizer,1000.0,1214.491281
84,Meru,Meru,9.0,1.0,4,Yes,Pesticides,1200.0,1214.491281
85,Meru,Meru,9.0,5.0,2,Yes,Labour Cost,3200.0,1214.491281
86,Meru,Meru,9.0,9.0,4,Yes,Labour Cost,3000.0,1214.491281
87,Meru,Meru,9.0,3.0,1,Yes,Pesticides,900.0,1214.491281
88,Meru,Meru,9.0,3.0,1,Yes,Organic Fertilizer,6000.0,1214.491281
89,Meru,Meru,9.0,2.0,4,Yes,Pesticides,500.0,1214.491281
90,Meru,Meru,9.0,7.0,9,Yes,Inorganic Fertilizer,5200.0,1214.491281
91,Meru,Meru,9.0,3.0,1,Yes,Herbicides,300.0,1214.491281
92,Meru,Meru,9.0,8.0,7,Yes,Labour Cost,10000.0,1214.491281
93,Meru,Meru,9.0,7.0,9,Yes,Labour Cost,1200.0,1214.491281
94,Meru,Meru,9.0,7.0,9,Yes,Pesticides,2000.0,1214.491281
95,Meru,Meru,9.0,9.0,4,Yes,Organic Fertilizer,2000.0,1214.491281
96,Meru,Meru,10.0,4.0,5,Yes,Labour Cost,3000.0,330.4942517
97,Meru,Meru,10.0,7.0,5,Yes,Labour Cost,3000.0,330.4942517
98,Meru,Meru,10.0,9.0,3,Yes,Organic Fertilizer,3000.0,330.4942517
99,Meru,Meru,10.0,5.0,2,No,,,330.4942517
100,Meru,Meru,10.0,2.0,5,Yes,Organic Fertilizer,3500.0,330.4942517
101,Meru,Meru,10.0,2.0,5,Yes,Labour Cost,30000.0,330.4942517
102,Meru,Meru,10.0,6.0,4,Yes,Establishment Of Long Term Crops,4600.0,330.4942517
103,Meru,Meru,10.0,3.0,6,Yes,Organic Fertilizer,3000.0,330.4942517
104,Meru,Meru,10.0,8.0,3,No,,,330.4942517
105,Meru,Meru,10.0,7.0,5,Yes,Inorganic Fertilizer,900.0,330.4942517
106,Meru,Meru,10.0,1.0,4,Yes,Labour Cost,600.0,330.4942517
107,Meru,Meru,10.0,6.0,4,Yes,Labour Cost,7000.0,330.4942517
108,Meru,Meru,10.0,3.0,6,Yes,Labour Cost,9000.0,330.4942517
109,Meru,Meru,10.0,10.0,5,Yes,Organic Fertilizer,2000.0,330.4942517
110,Meru,Meru,10.0,4.0,5,Yes,Organic Fertilizer,10000.0,330.4942517
111,Baringo,Baringo,11.0,6.0,10,Yes,Labour Cost,8000.0,179.1228919
112,Baringo,Baringo,11.0,3.0,3,No,,,179.1228919
113,Baringo,Baringo,11.0,5.0,9,No,,,179.1228919
114,Baringo,Baringo,11.0,6.0,10,Yes,Tractor/Oxen Plough,17500.0,179.1228919
115,Baringo,Baringo,11.0,6.0,10,Yes,Inorganic Fertilizer,1500.0,179.1228919
116,Baringo,Baringo,11.0,1.0,1,No,,,179.1228919
117,Baringo,Baringo,11.0,2.0,2,No,,,179.1228919
118,Baringo,Baringo,11.0,4.0,3,No,,,179.1228919
119,Baringo,Baringo,11.0,7.0,8,No,,,179.1228919
120,Baringo,Baringo,11.0,8.0,4,No,,,179.1228919
121,Isiolo,Isiolo,12.0,6.0,8,Yes,,,115.665618
122,Isiolo,Isiolo,12.0,7.0,11,No,,,115.665618
123,Isiolo,Isiolo,12.0,1.0,7,No,,,115.665618
124,Isiolo,Isiolo,12.0,3.0,5,No,,,115.665618
125,Isiolo,Isiolo,12.0,2.0,7,Yes,,,115.665618
126,Isiolo,Isiolo,12.0,4.0,1,No,,,115.665618
127,Isiolo,Isiolo,12.0,9.0,2,No,,,115.665618
128,Isiolo,Isiolo,12.0,8.0,6,No,,,115.665618
129,Isiolo,Isiolo,12.0,5.0,5,No,,,115.665618
130,Vihiga,Vihiga,13.0,3.0,4,Yes,Inorganic Fertilizer,500.0,158.9181919
131,Vihiga,Vihiga,13.0,4.0,6,Yes,,,158.9181919
132,Vihiga,Vihiga,13.0,8.0,3,Yes,Labour Cost,2000.0,158.9181919
133,Vihiga,Vihiga,13.0,8.0,3,Yes,Inorganic Fertilizer,3000.0,158.9181919
134,Vihiga,Kisumu,13.0,6.0,10,Yes,Labour Cost,8000.0,158.9181919
135,Vihiga,Vihiga,13.0,5.0,4,No,,,158.9181919
136,Vihiga,Vihiga,13.0,1.0,2,Yes,Inorganic Fertilizer,2600.0,158.9181919
137,Vihiga,Kisumu,13.0,6.0,10,Yes,"Land Reclamation, Clearance etc",200.0,158.9181919
138,Vihiga,Kisumu,13.0,6.0,10,Yes,Inorganic Fertilizer,6000.0,158.9181919
139,Vihiga,Vihiga,13.0,2.0,6,Yes,Inorganic Fertilizer,2000.0,158.9181919
140,Vihiga,Kisumu,13.0,6.0,10,Yes,Farm Machinery/Equipment Repairs,1200.0,158.9181919
141,Vihiga,Vihiga,13.0,1.0,2,Yes,"Land Reclamation, Clearance etc",200.0,158.9181919
142,Vihiga,Vihiga,13.0,1.0,2,Yes,Labour Cost,3000.0,158.9181919
143,Vihiga,Vihiga,13.0,7.0,1,Yes,Inorganic Fertilizer,1700.0,158.9181919
144,Kilifi,Kilifi,14.0,8.0,6,Yes,Labour Cost,4500.0,693.7803881
145,Kilifi,Kilifi,14.0,6.0,3,Yes,Purchase of Small Farm Implements,200.0,693.7803881
146,Kilifi,Kilifi,14.0,5.0,1,No,,,693.7803881
147,Kilifi,Kilifi,14.0,7.0,5,Yes,Labour Cost,1500.0,693.7803881
148,Kilifi,Kilifi,14.0,4.0,5,Yes,,,693.7803881
149,Kilifi,Kilifi,14.0,3.0,6,Yes,Pesticides,200.0,693.7803881
150,Kilifi,Kilifi,14.0,8.0,6,Yes,Pesticides,300.0,693.7803881
151,Kilifi,Kilifi,14.0,6.0,3,Yes,Pesticides,250.0,693.7803881
152,Kilifi,Kilifi,14.0,8.0,6,Yes,Purchase of Small Farm Implements,470.0,693.7803881
153,Kilifi,Kilifi,14.0,6.0,3,Yes,Labour Cost,5000.0,693.7803881
154,Kilifi,Kilifi,14.0,7.0,5,Yes,Pesticides,600.0,693.7803881
155,Kilifi,Kilifi,14.0,9.0,2,No,,,693.7803881
156,Kilifi,Kilifi,14.0,10.0,4,Yes,Tractor/Oxen Plough,12000.0,693.7803881
157,Kilifi,Kilifi,14.0,3.0,6,Yes,Labour Cost,1950.0,693.7803881
158,Kilifi,Kilifi,14.0,7.0,5,Yes,Tractor/Oxen Plough,2500.0,693.7803881
159,Kilifi,Kilifi,14.0,10.0,4,Yes,Labour Cost,12000.0,693.7803881
160,Kilifi,Kilifi,14.0,2.0,1,No,,,693.7803881
161,Kilifi,Kilifi,14.0,1.0,7,Yes,Labour Cost,5000.0,693.7803881
162,Kiambu,Kiambu,15.0,4.0,2,No,,,806.0739103
163,Kiambu,Kiambu,15.0,9.0,5,No,,,806.0739103
164,Kiambu,Kiambu,15.0,10.0,2,Yes,Inorganic Fertilizer,160.0,806.0739103
165,Kiambu,Kiambu,15.0,1.0,4,No,,,806.0739103
166,Kiambu,Kiambu,15.0,7.0,1,No,,,806.0739103
167,Kiambu,Kiambu,15.0,5.0,4,No,,,806.0739103
168,Kiambu,Kiambu,15.0,8.0,3,No,,,806.0739103
169,Kiambu,Kiambu,15.0,3.0,4,No,,,806.0739103
170,Kiambu,Kiambu,15.0,2.0,5,No,,,806.0739103
171,Kiambu,Kiambu,15.0,6.0,2,Yes,Labour Cost,600.0,806.0739103
172,Kilifi,Kilifi,16.0,9.0,7,No,,,1139.234274
173,Kilifi,Kilifi,16.0,5.0,6,No,,,1139.234274
174,Kilifi,Kilifi,16.0,2.0,5,No,,,1139.234274
175,Kilifi,Kilifi,16.0,6.0,1,No,,,1139.234274
176,Kilifi,Kilifi,16.0,1.0,4,No,,,1139.234274
177,Kilifi,Kilifi,16.0,4.0,2,No,,,1139.234274
178,Kilifi,Kilifi,16.0,7.0,5,No,,,1139.234274
179,Kilifi,Kilifi,16.0,8.0,1,No,,,1139.234274
180,Kilifi,Kilifi,16.0,3.0,5,No,,,1139.234274
181,Kakamega,Kakamega,17.0,8.0,2,No,,,238.1937541
182,Kakamega,Kakamega,17.0,7.0,3,No,,,238.1937541
183,Kakamega,Kakamega,17.0,1.0,5,No,,,238.1937541
184,Kakamega,Kakamega,17.0,4.0,4,No,,,238.1937541
185,Kakamega,Kakamega,17.0,3.0,1,No,,,238.1937541
186,Kakamega,Kakamega,17.0,2.0,2,No,,,238.1937541
187,Kakamega,Kakamega,17.0,6.0,3,No,,,238.1937541
188,Kakamega,Kakamega,17.0,5.0,1,No,,,238.1937541
189,Kakamega,Kakamega,17.0,9.0,3,No,,,238.1937541
190,Kakamega,Kakamega,17.0,10.0,4,No,,,238.1937541
191,Kilifi,Kilifi,18.0,4.0,1,No,,,282.4152192
192,Kilifi,Kilifi,18.0,5.0,6,No,,,282.4152192
193,Kilifi,Kilifi,18.0,2.0,6,No,,,282.4152192
194,Kilifi,Kilifi,18.0,7.0,1,Yes,,,282.4152192
195,Kilifi,Kilifi,18.0,6.0,5,No,,,282.4152192
196,Kilifi,Kilifi,18.0,3.0,2,No,,,282.4152192
197,Kilifi,Kilifi,18.0,1.0,2,No,,,282.4152192
198,Kiambu,Kiambu,19.0,6.0,4,No,,,1392.193395
199,Kiambu,Nakuru,19.0,4.0,3,Yes,Labour Cost,30000.0,1392.193395
200,Kiambu,Nakuru,19.0,4.0,3,Yes,Inorganic Fertilizer,40000.0,1392.193395
201,Kiambu,Nakuru,19.0,4.0,3,Yes,Hire of Machinery,20000.0,1392.193395
202,Kiambu,Nakuru,19.0,4.0,3,Yes,Organic Fertilizer,17000.0,1392.193395
203,Kiambu,Kiambu,19.0,1.0,3,No,,,1392.193395
204,Kiambu,Kiambu,19.0,2.0,8,No,,,1392.193395
205,Kiambu,Nakuru,19.0,4.0,3,Yes,Herbicides,8000.0,1392.193395
206,Kiambu,Kiambu,19.0,5.0,3,No,,,1392.193395
207,Kiambu,Kiambu,19.0,3.0,4,No,,,1392.193395
208,Kiambu,Nakuru,19.0,4.0,3,Yes,Electricity,1500.0,1392.193395
209,Kiambu,Kiambu,19.0,7.0,4,Yes,Inorganic Fertilizer,200.0,1392.193395
210,Kiambu,Nakuru,19.0,4.0,3,Yes,Pesticides,10000.0,1392.193395
211,Nakuru,Nakuru,20.0,8.0,4,Yes,Labour Cost,24000.0,538.8228821
212,Nakuru,Nakuru,20.0,7.0,4,Yes,Herbicides,300.0,538.8228821
213,Nakuru,Nakuru,20.0,8.0,4,Yes,Pesticides,10000.0,538.8228821
214,Nakuru,Nakuru,20.0,7.0,4,Yes,Inorganic Fertilizer,1000.0,538.8228821
215,Nakuru,Nakuru,20.0,7.0,4,Yes,Tractor/Oxen Plough,600.0,538.8228821
216,Nakuru,Nakuru,20.0,9.0,3,No,,,538.8228821
217,Nakuru,Nakuru,20.0,5.0,5,No,,,538.8228821
218,Nakuru,Nakuru,20.0,7.0,4,Yes,Labour Cost,2000.0,538.8228821
219,Nakuru,Nakuru,20.0,3.0,3,No,,,538.8228821
220,Nakuru,Nakuru,20.0,1.0,5,Yes,Inorganic Fertilizer,600.0,538.8228821
221,Nakuru,Nakuru,20.0,8.0,4,Yes,Tractor/Oxen Plough,3750.0,538.8228821
222,Nakuru,Nakuru,20.0,4.0,5,No,,,538.8228821
223,Nakuru,Nakuru,20.0,8.0,4,Yes,Inorganic Fertilizer,18000.0,538.8228821
224,Nakuru,Nakuru,20.0,6.0,6,No,,,538.8228821
225,Nakuru,Nakuru,20.0,2.0,4,No,,,538.8228821
226,Trans Nzoia,Trans Nzoia,21.0,2.0,2,Yes,Pesticides,1000.0,621.5894125
227,Trans Nzoia,Trans Nzoia,21.0,6.0,7,Yes,Pesticides,1000.0,621.5894125
228,Trans Nzoia,Trans Nzoia,21.0,3.0,2,Yes,Pesticides,350.0,621.5894125
229,Trans Nzoia,Trans Nzoia,21.0,9.0,8,Yes,Pesticides,1500.0,621.5894125
230,Trans Nzoia,Nakuru,21.0,7.0,3,Yes,,,621.5894125
231,Trans Nzoia,Trans Nzoia,21.0,1.0,4,Yes,Pesticides,1000.0,621.5894125
232,Trans Nzoia,Trans Nzoia,21.0,6.0,7,Yes,Purchase of Small Farm Implements,700.0,621.5894125
233,Trans Nzoia,Trans Nzoia,21.0,6.0,7,Yes,Labour Cost,56000.0,621.5894125
234,Trans Nzoia,Trans Nzoia,21.0,3.0,2,Yes,Inorganic Fertilizer,9000.0,621.5894125
235,Trans Nzoia,Trans Nzoia,21.0,1.0,4,Yes,Other,500.0,621.5894125
236,Trans Nzoia,Trans Nzoia,21.0,10.0,8,Yes,Pesticides,600.0,621.5894125
237,Trans Nzoia,Trans Nzoia,21.0,9.0,8,Yes,Inorganic Fertilizer,9000.0,621.5894125
238,Trans Nzoia,Trans Nzoia,21.0,1.0,4,Yes,Purchase of Small Farm Implements,900.0,621.5894125
239,Trans Nzoia,Trans Nzoia,21.0,1.0,4,Yes,Labour Cost,20000.0,621.5894125
240,Trans Nzoia,Trans Nzoia,21.0,1.0,4,Yes,Herbicides,700.0,621.5894125
241,Trans Nzoia,Trans Nzoia,21.0,10.0,8,Yes,Other,2000.0,621.5894125
242,Trans Nzoia,Trans Nzoia,21.0,8.0,6,Yes,Inorganic Fertilizer,12000.0,621.5894125
243,Trans Nzoia,Trans Nzoia,21.0,10.0,8,Yes,Labour Cost,20000.0,621.5894125
244,Trans Nzoia,Trans Nzoia,21.0,1.0,4,Yes,Inorganic Fertilizer,10000.0,621.5894125
245,Trans Nzoia,Trans Nzoia,21.0,10.0,8,Yes,Hire of Machinery,18000.0,621.5894125
246,Trans Nzoia,Trans Nzoia,21.0,4.0,13,Yes,Inorganic Fertilizer,4200.0,621.5894125
247,Trans Nzoia,Trans Nzoia,21.0,8.0,6,Yes,Hire of Machinery,8500.0,621.5894125
248,Trans Nzoia,Trans Nzoia,21.0,8.0,6,Yes,Labour Cost,9800.0,621.5894125
249,Trans Nzoia,Trans Nzoia,21.0,2.0,2,Yes,Labour Cost,15000.0,621.5894125
250,Trans Nzoia,Trans Nzoia,21.0,2.0,2,Yes,Hire of Machinery,8550.0,621.5894125
251,Trans Nzoia,Trans Nzoia,21.0,5.0,1,No,,,621.5894125
252,Trans Nzoia,Trans Nzoia,21.0,1.0,4,Yes,Hire of Machinery,3000.0,621.5894125
253,Trans Nzoia,Trans Nzoia,21.0,3.0,2,Yes,Hire of Machinery,6000.0,621.5894125
254,Trans Nzoia,Trans Nzoia,21.0,6.0,7,Yes,Inorganic Fertilizer,17500.0,621.5894125
255,Trans Nzoia,Trans Nzoia,21.0,4.0,13,Yes,Other,2000.0,621.5894125
256,Trans Nzoia,Trans Nzoia,21.0,10.0,8,Yes,Purchase of Small Farm Implements,600.0,621.5894125
257,Trans Nzoia,Trans Nzoia,21.0,6.0,7,Yes,Hire of Machinery,4600.0,621.5894125
258,Trans Nzoia,Trans Nzoia,21.0,8.0,6,Yes,Pesticides,700.0,621.5894125
259,Trans Nzoia,Trans Nzoia,21.0,10.0,8,Yes,Inorganic Fertilizer,26000.0,621.5894125
260,Trans Nzoia,Trans Nzoia,21.0,6.0,7,Yes,Other,2380.0,621.5894125
261,Trans Nzoia,Trans Nzoia,21.0,2.0,2,Yes,Inorganic Fertilizer,14000.0,621.5894125
262,Kitui,Kitui,22.0,2.0,6,Yes,Labour Cost,10000.0,320.4774413
263,Kitui,Kitui,22.0,3.0,6,Yes,Hire of Machinery,15000.0,320.4774413
264,Kitui,Kitui,22.0,2.0,6,Yes,Pesticides,10320.0,320.4774413
265,Kitui,Kitui,22.0,8.0,4,No,,,320.4774413
266,Kitui,Kitui,22.0,9.0,6,Yes,Pesticides,6000.0,320.4774413
267,Kitui,Kitui,22.0,4.0,6,No,,,320.4774413
268,Kitui,Kitui,22.0,6.0,6,Yes,Labour Cost,1200.0,320.4774413
269,Kitui,Kitui,22.0,3.0,6,Yes,Pesticides,3000.0,320.4774413
270,Kitui,Kitui,22.0,5.0,5,No,,,320.4774413
271,Kitui,Kitui,22.0,6.0,6,Yes,Organic Fertilizer,1000.0,320.4774413
272,Kitui,Kitui,22.0,2.0,6,Yes,Farm Machinery/Equipment Repairs,200.0,320.4774413
273,Kitui,Kitui,22.0,6.0,6,Yes,Inorganic Fertilizer,1800.0,320.4774413
274,Kitui,Kitui,22.0,7.0,4,Yes,Pesticides,400.0,320.4774413
275,Kitui,Kitui,22.0,9.0,6,Yes,Labour Cost,15000.0,320.4774413
276,Kitui,Kitui,22.0,1.0,5,Yes,Labour Cost,15000.0,320.4774413
277,Kitui,Kitui,22.0,7.0,4,Yes,Labour Cost,2400.0,320.4774413
278,Kitui,Kitui,22.0,3.0,6,Yes,Labour Cost,18000.0,320.4774413
279,Kitui,Kitui,22.0,6.0,6,Yes,Pesticides,200.0,320.4774413
280,Kitui,Kitui,22.0,1.0,5,Yes,Hire of Machinery,10000.0,320.4774413
281,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,2.0,7,Yes,Inorganic Fertilizer,3600.0,530.5105252
282,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,7.0,7,Yes,Inorganic Fertilizer,7200.0,530.5105252
283,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,2.0,7,Yes,Other,1440.0,530.5105252
284,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,4.0,4,Yes,Inorganic Fertilizer,3600.0,530.5105252
285,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,6.0,7,Yes,Inorganic Fertilizer,1800.0,530.5105252
286,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,4.0,4,Yes,Labour Cost,4400.0,530.5105252
287,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,2.0,7,Yes,Tractor/Oxen Plough,6300.0,530.5105252
288,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,6.0,7,Yes,Tractor/Oxen Plough,2000.0,530.5105252
289,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,5.0,8,Yes,Tractor/Oxen Plough,28000.0,530.5105252
290,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,5.0,8,Yes,Inorganic Fertilizer,65400.0,530.5105252
291,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,4.0,4,Yes,Tractor/Oxen Plough,6800.0,530.5105252
292,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,3.0,5,Yes,Inorganic Fertilizer,3300.0,530.5105252
293,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,3.0,5,Yes,Other,1800.0,530.5105252
294,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,6.0,7,Yes,Labour Cost,3200.0,530.5105252
295,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,1.0,7,Yes,Labour Cost,6000.0,530.5105252
296,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,2.0,7,Yes,Labour Cost,4200.0,530.5105252
297,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,3.0,5,Yes,Tractor/Oxen Plough,4600.0,530.5105252
298,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,1.0,7,Yes,Tractor/Oxen Plough,27500.0,530.5105252
299,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,3.0,5,Yes,Labour Cost,5000.0,530.5105252
300,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,5.0,8,Yes,Labour Cost,18000.0,530.5105252
301,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,4.0,4,Yes,Other,3680.0,530.5105252
302,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,7.0,7,Yes,Other,1800.0,530.5105252
303,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,5.0,8,Yes,Other,27400.0,530.5105252
304,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,7.0,7,Yes,Tractor/Oxen Plough,6500.0,530.5105252
305,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,7.0,7,Yes,Labour Cost,4200.0,530.5105252
306,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,1.0,7,Yes,Other,4200.0,530.5105252
307,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,1.0,7,Yes,Inorganic Fertilizer,18000.0,530.5105252
308,Elgeyo/Marakwet,Elgeyo/Marakwet,23.0,6.0,7,Yes,Other,1080.0,530.5105252
309,Vihiga,Vihiga,24.0,5.0,6,Yes,Labour Cost,4500.0,220.1683168
310,Vihiga,Vihiga,24.0,1.0,11,No,,,220.1683168
311,Vihiga,Vihiga,24.0,2.0,4,Yes,Labour Cost,1800.0,220.1683168
312,Vihiga,Vihiga,24.0,5.0,6,Yes,Inorganic Fertilizer,2000.0,220.1683168
313,Vihiga,Vihiga,24.0,8.0,2,Yes,Labour Cost,2000.0,220.1683168
314,Vihiga,Vihiga,24.0,9.0,6,No,,,220.1683168
315,Vihiga,Vihiga,24.0,7.0,10,Yes,Labour Cost,2000.0,220.1683168
316,Vihiga,Vihiga,24.0,2.0,4,Yes,Inorganic Fertilizer,2400.0,220.1683168
