,county,couty,clid,hhid,hhsize,k01,k02,k03,k04,k05,k5x,k06,k07,k08,k09,k10,k11,k12,k13a,k13b,k14,k15,k16,k17_su,k17_sp,k17_dr,k18_1,k18_2,k19,weight
2411,Vihiga,Vihiga,227.0,9.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,179.6428299
2412,Vihiga,Vihiga,227.0,1.0,6,Yes,1.0,1.0,Vihiga  ,1.0,Operated,0.5,Yes,Title,Freehold,,,350000.0,No,0.0,No,,,,,,Both,Inorganic,Private stockists,179.6428299
2413,Vihiga,Vihiga,227.0,4.0,7,Yes,1.0,1.0,Vihiga  ,1.0,Operated,0.5,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,Both,Inorganic,Private stockists,179.6428299
2414,Vihiga,Vihiga,227.0,7.0,5,Yes,1.0,1.0,Vihiga  ,2.0,Operated,1.0,Yes,Title,Freehold,,,700000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,179.6428299
2415,Vihiga,Vihiga,227.0,8.0,7,Yes,1.0,1.0,Vihiga  ,1.0,Operated,1.0,Yes,None,Freehold,,,800000.0,No,0.0,No,,,,,,Both,None,Private stockists,179.6428299
2416,Vihiga,Vihiga,227.0,10.0,5,Yes,2.0,2.0,Vihiga  ,1.0,Operated,1.0,Yes,Title,Freehold,,,800000.0,No,0.0,No,,,,,,Both,Both,Private stockists,179.6428299
2417,Vihiga,Vihiga,227.0,3.0,6,Yes,1.0,1.0,Vihiga  ,1.0,Operated,0.5,Yes,None,Freehold,,,350000.0,No,0.0,No,,,,,,Both,Inorganic,Private stockists,179.6428299
2418,Vihiga,Vihiga,227.0,5.0,8,Yes,1.0,2.0,Vihiga  ,2.0,Operated,0.5,Yes,None,Freehold,,,350000.0,No,0.0,No,,,,,,Both,Organic,Private stockists,179.6428299
2419,Vihiga,Kakamega,227.0,10.0,5,Yes,1.0,2.0,Kakamega  ,1.0,Operated,2.0,Yes,Title,Freehold,,,700000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,179.6428299
2420,Vihiga,Vihiga,227.0,6.0,5,Yes,1.0,1.0,Vihiga  ,1.0,Operated,0.75,Yes,Title,Freehold,,,700000.0,No,0.0,No,,,,,,Both,Inorganic,Private stockists,179.6428299
2421,Vihiga,Vihiga,227.0,5.0,8,Yes,2.0,2.0,Vihiga  ,2.0,Operated,0.5,No,,,Squatting,,,No,0.0,No,,,,,,None,None,,179.6428299
2422,Vihiga,Vihiga,227.0,2.0,3,Yes,1.0,1.0,Vihiga  ,1.0,Operated,0.5,Yes,None,Freehold,,,700000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,179.6428299
2423,Bungoma,Bungoma,228.0,4.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,763.3412448
2424,Bungoma,Bungoma,228.0,8.0,6,Yes,1.0,1.0,Bungoma  ,1.0,Operated,2.0,Yes,Title,Freehold,,,1000000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,763.3412448
2425,Bungoma,Bungoma,228.0,1.0,3,Yes,1.0,3.0,Bungoma  ,1.0,Operated,2.5,Yes,Other (specify),Freehold,,,2400000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,763.3412448
2426,Bungoma,Bungoma,228.0,5.0,4,Yes,1.0,1.0,Bungoma  ,1.0,Operated,0.5,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,Both,None,Private stockists,763.3412448
2427,Bungoma,Bungoma,228.0,6.0,7,Yes,1.0,2.0,Bungoma  ,1.0,Operated,0.25,Yes,Other (specify),Freehold,,,250000.0,No,0.0,No,,,,,,None,None,,763.3412448
2428,Bungoma,Bungoma,228.0,7.0,8,Yes,1.0,1.0,Bungoma  ,1.0,Operated,0.25,Yes,Title,Freehold,,,150000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,763.3412448
2429,Bungoma,Bungoma,228.0,2.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,763.3412448
2430,Bungoma,Bungoma,228.0,9.0,3,Yes,1.0,1.0,Bungoma  ,96.0,Not operated,,,,,,,,,,,,,,,,,,,763.3412448
2431,Bungoma,Bungoma,228.0,1.0,3,Yes,3.0,3.0,Bungoma  ,1.0,Operated,1.0,Yes,Title,Freehold,,,800000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,763.3412448
2432,Bungoma,Bungoma,228.0,1.0,3,Yes,2.0,3.0,Bungoma  ,1.0,Operated,3.0,Yes,Title,Freehold,,,2000000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,763.3412448
2433,Bungoma,Bungoma,228.0,6.0,7,Yes,2.0,2.0,Bungoma  ,1.0,Operated,0.5,Yes,Other (specify),Freehold,,,125000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,763.3412448
2434,Bungoma,Bungoma,228.0,3.0,5,Yes,1.0,1.0,Bungoma  ,1.0,Operated,0.25,Yes,Title,Freehold,,,150000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,763.3412448
2435,Kilifi,Kilifi,229.0,8.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,358.4017466
2436,Kilifi,Kilifi,229.0,4.0,1,Yes,1.0,1.0,Kilifi  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,358.4017466
2437,Kilifi,Kilifi,229.0,5.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,358.4017466
2438,Kilifi,Kilifi,229.0,10.0,4,Yes,1.0,1.0,Kilifi  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,358.4017466
2439,Kilifi,Kilifi,229.0,2.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,358.4017466
2440,Kilifi,Kilifi,229.0,3.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,358.4017466
2441,Kilifi,Kilifi,229.0,1.0,3,Yes,1.0,1.0,Kilifi  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,358.4017466
2442,Kilifi,Kilifi,229.0,6.0,4,Yes,1.0,1.0,Kilifi  ,1.0,Operated,0.5,No,,,Squatting,,,No,0.0,No,,,,,,None,None,,358.4017466
2443,Kilifi,Kilifi,229.0,9.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,358.4017466
2444,Kilifi,Kilifi,229.0,7.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,358.4017466
2445,Kilifi,Kilifi,229.0,1.0,3,Yes,2.0,1.0,Kilifi  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,358.4017466
2446,Makueni,Makueni,230.0,6.0,5,Yes,1.0,2.0,Makueni  ,1.0,Operated,3.0,Yes,Title,Freehold,,,1800000.0,No,0.0,No,,,,,,Organic,Inorganic,Own Production,538.4105194
2447,Makueni,Makueni,230.0,9.0,1,Yes,1.0,1.0,Makueni  ,1.0,Operated,0.5,No,,,Renting,1100.0,200000.0,No,0.0,No,,,,,,Organic,None,Private stockists,538.4105194
2448,Makueni,Makueni,230.0,2.0,2,Yes,1.0,1.0,Makueni  ,1.0,Operated,0.5,Yes,None,Freehold,,,200000.0,No,0.0,No,,,,,,Organic,None,Private stockists,538.4105194
2449,Makueni,Makueni,230.0,5.0,4,Yes,1.0,2.0,Makueni  ,2.0,Operated,1.0,Yes,None,Freehold,,,600000.0,No,0.0,No,,,,,,,,,538.4105194
2450,Makueni,Makueni,230.0,1.0,7,Yes,1.0,1.0,Makueni  ,2.0,Operated,1.5,Yes,Title,Freehold,,,500000.0,No,0.0,No,,,,,,Organic,None,Own Production,538.4105194
2451,Makueni,Makueni,230.0,6.0,5,Yes,2.0,2.0,Makueni  ,1.0,Operated,4.0,Yes,Title,Freehold,,,1350000.0,No,0.0,No,,,,,,Organic,Inorganic,Own Production,538.4105194
2452,Makueni,Makueni,230.0,4.0,4,Yes,1.0,1.0,Makueni  ,1.0,Operated,1.0,Yes,None,Freehold,,,400000.0,No,0.0,No,,,,,,Organic,None,Own Production,538.4105194
2453,Makueni,Makueni,230.0,3.0,4,Yes,1.0,1.0,Makueni  ,1.0,Operated,4.0,Yes,None,Freehold,,,300000.0,No,0.0,No,,,,,,Organic,None,Own Production,538.4105194
2454,Makueni,Makueni,230.0,7.0,5,Yes,2.0,2.0,Makueni  ,2.0,Operated,2.5,Yes,Title,Freehold,,,315000.0,No,0.0,No,,,,,,Organic,None,Private stockists,538.4105194
2455,Makueni,Makueni,230.0,7.0,5,Yes,1.0,2.0,Makueni  ,2.0,Operated,3.0,Yes,Title,Freehold,,,800000.0,No,0.0,No,,,,,,Organic,None,Private stockists,538.4105194
2456,Makueni,Makueni,230.0,8.0,2,Yes,1.0,1.0,Makueni  ,1.0,Operated,3.0,Yes,Title,Freehold,,,200000.0,No,0.0,No,,,,,,Organic,None,Own Production,538.4105194
2457,Makueni,Makueni,230.0,5.0,4,Yes,2.0,2.0,Makueni  ,2.0,Operated,1.5,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,None,None,,538.4105194
2458,Kakamega,Kakamega,231.0,3.0,1,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.125,No,,,Other (specify),,,No,0.0,No,,,,,,Inorganic,None,Private stockists,250.3703256
2459,Kakamega,Kakamega,231.0,8.0,3,Yes,1.0,1.0,Kakamega  ,96.0,Not operated,,,,,,,,,,,,,,,,,,,250.3703256
2460,Kakamega,Kakamega,231.0,7.0,5,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.25,Yes,Title,Freehold,,,50000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,250.3703256
2461,Kakamega,Kakamega,231.0,2.0,7,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.75,Yes,Other (specify),Freehold,,,225000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,250.3703256
2462,Kakamega,Kakamega,231.0,9.0,5,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.5,Yes,None,Freehold,,,125000.0,No,0.0,No,,,,,,Both,Both,Private stockists,250.3703256
2463,Kakamega,Kakamega,231.0,5.0,1,Yes,2.0,2.0,Kakamega  ,1.0,Operated,0.5,Yes,None,Freehold,,,100000.0,No,0.0,No,,,,,,None,None,,250.3703256
2464,Kakamega,Kakamega,231.0,4.0,7,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.5,Yes,Other (specify),Freehold,,,125000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,250.3703256
2465,Kakamega,Kakamega,231.0,6.0,5,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.5,Yes,None,Freehold,,,125000.0,No,0.0,No,,,,,,None,Both,Private stockists,250.3703256
2466,Kakamega,Kakamega,231.0,1.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,250.3703256
2467,Kakamega,Kakamega,231.0,5.0,1,Yes,1.0,2.0,Kakamega  ,1.0,Operated,1.0,Yes,None,Freehold,,,200000.0,No,0.0,No,,,,,,Inorganic,Inorganic,Private stockists,250.3703256
2468,Kakamega,Kakamega,232.0,4.0,3,Yes,1.0,1.0,Kakamega  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,1184.549507
2469,Kakamega,Kakamega,232.0,6.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,1184.549507
2470,Kakamega,Kakamega,232.0,7.0,2,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.5,No,,,Other (specify),,,No,0.0,No,,,,,,Inorganic,NA,Private stockists,1184.549507
2471,Kakamega,Kakamega,232.0,9.0,5,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.2,No,,,Other (specify),,,No,0.0,No,,,,,,Inorganic,NA,Private stockists,1184.549507
2472,Kakamega,Kakamega,232.0,2.0,9,Yes,1.0,1.0,Kakamega  ,1.0,Operated,1.5,No,,,Other (specify),,,No,0.0,No,,,,,,Both,Inorganic,Private stockists,1184.549507
2473,Kakamega,Kakamega,232.0,5.0,4,Yes,1.0,1.0,Kakamega  ,96.0,Not operated,,,,,,,,,,,,,,,,,,,1184.549507
2474,Kakamega,Kakamega,232.0,3.0,7,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.20000000298023224,No,,,Renting,300.0,80000.0,No,0.0,No,,,,,,None,NA,,1184.549507
2475,Kakamega,Kakamega,232.0,1.0,7,Yes,1.0,1.0,Kakamega  ,1.0,Operated,1.5,No,,,Other (specify),,,No,0.0,No,,,,,,Both,NA,Private stockists,1184.549507
2476,Kakamega,Kakamega,232.0,10.0,5,Yes,1.0,1.0,Kakamega  ,1.0,Operated,0.5,No,,,Other (specify),,,No,0.0,No,,,,,,None,None,,1184.549507
2477,Kakamega,Kakamega,232.0,8.0,6,Yes,1.0,1.0,Kakamega  ,96.0,Not operated,,,,,,,,,,,,,,,,,,,1184.549507
2478,Garissa,Garissa,233.0,4.0,13,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2479,Garissa,Garissa,233.0,9.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2480,Garissa,Garissa,233.0,1.0,9,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2481,Garissa,Garissa,233.0,6.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2482,Garissa,Garissa,233.0,3.0,9,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2483,Garissa,Garissa,233.0,7.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2484,Garissa,Garissa,233.0,5.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2485,Garissa,Garissa,233.0,8.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2486,Garissa,Garissa,233.0,2.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,92.47941037
2487,Trans Nzoia,Trans Nzoia,234.0,5.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,453.4390851
2488,Trans Nzoia,Trans Nzoia,234.0,9.0,8,Yes,1.0,3.0,Trans Nzoia  ,1.0,Operated,2.0,Yes,Allotment letter,Freehold,,,600000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,453.4390851
2489,Trans Nzoia,Trans Nzoia,234.0,1.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,453.4390851
2490,Trans Nzoia,Trans Nzoia,234.0,4.0,5,Yes,1.0,1.0,Trans Nzoia  ,1.0,Operated,0.25,Yes,Allotment letter,Freehold,,,75000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,453.4390851
2491,Trans Nzoia,Trans Nzoia,234.0,3.0,6,Yes,1.0,1.0,Trans Nzoia  ,1.0,Operated,2.0,Yes,Temporary occupation licence,Freehold,,,600000.0,No,0.0,No,,,,,,Inorganic,None,Government subsidized,453.4390851
2492,Trans Nzoia,Trans Nzoia,234.0,7.0,5,Yes,1.0,1.0,Trans Nzoia  ,94.0,Not operated,,,,,,,,,,,,,,,,,,,453.4390851
2493,Trans Nzoia,Trans Nzoia,234.0,10.0,8,Yes,1.0,1.0,Trans Nzoia  ,2.0,Operated,1.5,Yes,Allotment letter,Freehold,,,675000.0,No,0.0,No,,,,,,Inorganic,None,Cooperative societies/Farmers Association,453.4390851
2494,Trans Nzoia,Kisumu,234.0,9.0,8,Yes,2.0,3.0,Kisumu  ,1.0,Operated,3.0,No,,,Renting,85000.0,600000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,453.4390851
2495,Trans Nzoia,Trans Nzoia,234.0,8.0,7,Yes,1.0,1.0,Trans Nzoia  ,1.0,Operated,0.25,Yes,Allotment letter,Freehold,,,50000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,453.4390851
2496,Trans Nzoia,Trans Nzoia,234.0,2.0,1,Yes,1.0,1.0,Trans Nzoia  ,1.0,Operated,0.5,Yes,Allotment letter,Freehold,,,150000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,453.4390851
2497,Trans Nzoia,Trans Nzoia,234.0,9.0,8,Yes,3.0,3.0,Trans Nzoia  ,1.0,Operated,2.0,No,,,Renting,14000.0,600000.0,No,0.0,No,,,,,,Inorganic,None,Private companies,453.4390851
2498,Trans Nzoia,Trans Nzoia,234.0,6.0,10,Yes,1.0,1.0,Trans Nzoia  ,1.0,Operated,1.5,Yes,Title,Freehold,,,450000.0,No,0.0,No,,,,,,Inorganic,NA,Private stockists,453.4390851
2499,Embu,Embu,235.0,10.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,327.8192637
2500,Embu,Embu,235.0,8.0,4,Yes,1.0,1.0,Embu  ,1.0,Operated,3.0,Yes,None,Other (specify),,,1974000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,327.8192637
2501,Embu,Embu,235.0,7.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,327.8192637
2502,Embu,Embu,235.0,3.0,4,Yes,2.0,2.0,Embu  ,2.0,Operated,3.0,No,,,Renting,12000.0,1974000.0,No,0.0,No,,,,,,None,None,,327.8192637
2503,Embu,Embu,235.0,4.0,3,Yes,1.0,1.0,Embu  ,2.0,Operated,4.0,Yes,None,Other (specify),,,2632000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,327.8192637
2504,Embu,Embu,235.0,6.0,2,Yes,1.0,1.0,Embu  ,1.0,Operated,1.0,Yes,None,Other (specify),,,658000.0,No,0.0,No,,,,,,NA,Organic,Own Production,327.8192637
2505,Embu,Embu,235.0,1.0,5,Yes,1.0,1.0,Embu  ,1.0,Operated,2.0,Yes,None,Other (specify),,,1316000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,327.8192637
2506,Embu,Embu,235.0,3.0,4,Yes,1.0,2.0,Embu  ,2.0,Operated,1.0,Yes,None,Other (specify),,,658000.0,No,0.0,No,,,,,,None,None,,327.8192637
2507,Embu,Embu,235.0,2.0,4,Yes,1.0,1.0,Embu  ,1.0,Operated,3.0,Yes,None,Other (specify),,,1974000.0,No,0.0,No,,,,,,Organic,Organic,Own Production,327.8192637
2508,Embu,Embu,235.0,5.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,327.8192637
2509,Embu,Embu,235.0,9.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,327.8192637
2510,Kericho,Kericho,236.0,2.0,4,Yes,1.0,2.0,Kericho  ,1.0,Operated,0.30000001192092896,Yes,Title,Freehold,,,140000.0,No,0.0,No,,,,,,Organic,Organic,Private stockists,773.5770191
2511,Kericho,Kericho,236.0,2.0,4,Yes,2.0,2.0,Kericho  ,1.0,Operated,0.4000000059604645,Yes,Title,Freehold,,,200000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2512,Kericho,Kericho,236.0,3.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,773.5770191
2513,Kericho,Kericho,236.0,4.0,9,Yes,1.0,1.0,Kericho  ,1.0,Operated,1.0,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2514,Kericho,Kericho,236.0,9.0,5,Yes,2.0,2.0,Kericho  ,1.0,Operated,0.8100000023841858,Yes,Title,Freehold,,,450000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2515,Kericho,Kericho,236.0,7.0,7,Yes,1.0,1.0,Kericho  ,1.0,Operated,0.5,Yes,Title,Freehold,,,500000.0,No,0.0,No,,,,,,Inorganic,None,Cooperative societies/Farmers Association,773.5770191
2516,Kericho,Kericho,236.0,1.0,10,Yes,2.0,2.0,Kericho  ,1.0,Operated,0.5,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2517,Kericho,Kericho,236.0,10.0,4,Yes,1.0,1.0,Kericho  ,1.0,Operated,0.125,Yes,Title,Freehold,,,90000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2518,Kericho,Kericho,236.0,9.0,5,Yes,1.0,2.0,Kericho  ,1.0,Operated,0.8100000023841858,Yes,Title,Freehold,,,450000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2519,Kericho,Kericho,236.0,8.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,773.5770191
2520,Kericho,Kericho,236.0,6.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,773.5770191
2521,Kericho,Kericho,236.0,5.0,4,Yes,1.0,1.0,Kericho  ,1.0,Operated,0.75,Yes,Title,Freehold,,,2100000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2522,Kericho,Kericho,236.0,1.0,10,Yes,1.0,2.0,Kericho  ,1.0,Operated,0.5,Yes,Title,Freehold,,,400000.0,No,0.0,No,,,,,,Inorganic,None,Private stockists,773.5770191
2523,Turkana,Turkana,237.0,1.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2524,Turkana,Turkana,237.0,2.0,10,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2525,Turkana,Turkana,237.0,4.0,9,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2526,Turkana,Turkana,237.0,3.0,7,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2527,Turkana,Turkana,237.0,6.0,9,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2528,Turkana,Turkana,237.0,7.0,9,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2529,Turkana,Turkana,237.0,5.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2530,Turkana,Turkana,237.0,8.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2531,Turkana,Turkana,237.0,9.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,994.4079171
2532,Lamu,Kilifi,238.0,5.0,1,Yes,1.0,1.0,Kilifi  ,1.0,Operated,1.0,No,,,Renting,2000.0,150000.0,No,0.0,No,,,,,,None,None,,44.50262804
2533,Lamu,Lamu,238.0,10.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2534,Lamu,Kilifi,238.0,8.0,5,Yes,1.0,1.0,Kilifi  ,1.0,Operated,2.5,No,,,Other (specify),,,No,0.0,No,,,,,,Organic,Organic,Own Production,44.50262804
2535,Lamu,Lamu,238.0,2.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2536,Lamu,Lamu,238.0,3.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2537,Lamu,Lamu,238.0,1.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2538,Lamu,Lamu,238.0,9.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2539,Lamu,Lamu,238.0,4.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2540,Lamu,Lamu,238.0,7.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2541,Lamu,Lamu,238.0,6.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,44.50262804
2542,Samburu,Samburu,239.0,5.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2543,Samburu,Samburu,239.0,1.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2544,Samburu,Samburu,239.0,10.0,3,Yes,1.0,1.0,Samburu  ,1.0,Operated,1.4299999475479126,Yes,None,Freehold,,,50000.0,No,0.0,No,,,,,,None,None,,90.30612452
2545,Samburu,Samburu,239.0,3.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2546,Samburu,Samburu,239.0,7.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2547,Samburu,Samburu,239.0,9.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2548,Samburu,Samburu,239.0,6.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2549,Samburu,Samburu,239.0,8.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2550,Samburu,Samburu,239.0,2.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2551,Samburu,Samburu,239.0,4.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,90.30612452
2552,Mombasa,Mombasa,240.0,5.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2553,Mombasa,Mombasa,240.0,4.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2554,Mombasa,Mombasa,240.0,9.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2555,Mombasa,Mombasa,240.0,2.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2556,Mombasa,Mombasa,240.0,3.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2557,Mombasa,Mombasa,240.0,6.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2558,Mombasa,Mombasa,240.0,8.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2559,Mombasa,Mombasa,240.0,10.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2560,Mombasa,Mombasa,240.0,7.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2561,Mombasa,Mombasa,240.0,1.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,691.8631552
2562,Siaya,Siaya,241.0,1.0,8,Yes,1.0,1.0,Siaya  ,1.0,Operated,2.0,Yes,None,Freehold,,,427000.0,No,0.0,No,,,,,,None,None,,203.6266261
2563,Siaya,Siaya,241.0,5.0,13,Yes,1.0,1.0,Siaya  ,1.0,Operated,3.0,No,,,Renting,5000.0,300000.0,No,0.0,No,,,,,,None,None,,203.6266261
2564,Siaya,Siaya,241.0,4.0,8,No,,,,,,,,,,,,,,,,,,,,,,,,203.6266261
2565,Siaya,Siaya,241.0,3.0,5,Yes,1.0,1.0,Siaya  ,1.0,Operated,1.0,No,,,Renting,3000.0,200000.0,No,0.0,No,,,,,,None,None,,203.6266261
2566,Siaya,Siaya,241.0,8.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,203.6266261
2567,Siaya,Siaya,241.0,9.0,2,Yes,1.0,1.0,Siaya  ,1.0,Operated,0.5,Yes,Title,Freehold,,,60000.0,No,0.0,No,,,,,,None,None,,203.6266261
2568,Siaya,Siaya,241.0,6.0,4,Yes,1.0,1.0,Siaya  ,1.0,Operated,0.5,Yes,None,Freehold,,,200000.0,No,0.0,No,,,,,,None,None,,203.6266261
2569,Siaya,Siaya,241.0,2.0,5,Yes,1.0,1.0,Siaya  ,1.0,Operated,0.5,Yes,None,Freehold,,,200000.0,No,0.0,No,,,,,,None,None,,203.6266261
2570,Siaya,Siaya,241.0,7.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,203.6266261
2571,Kiambu,Kiambu,242.0,1.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2572,Kiambu,Kiambu,242.0,3.0,4,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2573,Kiambu,Kiambu,242.0,7.0,6,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2574,Kiambu,Kiambu,242.0,5.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2575,Kiambu,Kiambu,242.0,10.0,3,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2576,Kiambu,Kiambu,242.0,8.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2577,Kiambu,Kiambu,242.0,6.0,5,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2578,Kiambu,Kiambu,242.0,9.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2579,Kiambu,Kiambu,242.0,4.0,1,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2580,Kiambu,Kiambu,242.0,2.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,1145.74696
2581,Wajir,Wajir,243.0,3.0,2,No,,,,,,,,,,,,,,,,,,,,,,,,562.1304923
